,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,target,decade
1860,0.285,0.293,9,-13.471,1,0.0353,0.725,0.0163,0.333,0.385,133.974,197867,3,0,1960
1861,0.608,0.49,7,-11.104,1,0.0576,0.342,0.388,0.287,0.413,130.149,165132,4,0,1960
1862,0.379,0.0576,0,-24.734,1,0.0354,0.928,0.112,0.106,0.125,94.717,152307,4,0,1960
1863,0.313,0.34,6,-15.315,1,0.0504,0.0462,0.000465,0.0735,0.407,145.955,273067,4,1,1960
1864,0.428,0.286,2,-13.273,0,0.0292,0.416,0.00674,0.161,0.199,81.334,284584,4,1,1960
1865,0.385,0.373,1,-13.953,1,0.0981,0.918,0.00247,0.68,0.495,132.085,164095,3,0,1960
1866,0.211,0.218,0,-16.922,1,0.0332,0.696,0.74,0.101,0.123,167.294,253560,4,0,1960
1867,0.531,0.642,5,-12.702,1,0.323,0.154,0.279,0.0584,0.192,82.107,264853,4,1,1960
1868,0.462,0.29,9,-12.225,1,0.0467,0.799,0.0,0.123,0.481,175.935,154613,3,1,1960
1869,0.742,0.663,10,-5.06,0,0.0321,0.154,0.0,0.197,0.913,113.005,141329,4,1,1960
1870,0.438,0.504,7,-15.548,1,0.0558,0.475,0.896,0.13,0.252,97.838,102120,3,0,1960
1871,0.597,0.53,10,-9.071,1,0.041,0.856,0.0,0.135,0.827,131.508,152653,4,1,1960
1872,0.421,0.111,2,-15.024,0,0.0293,0.937,0.91,0.0934,0.0788,91.519,69318,3,0,1960
1873,0.551,0.264,4,-9.99,1,0.0318,0.457,0.0,0.221,0.523,97.188,256680,4,0,1960
1874,0.2,0.221,1,-14.42,0,0.0421,0.971,0.00333,0.265,0.075,174.818,215027,5,0,1960
1875,0.621,0.257,11,-12.525,0,0.0268,0.873,0.00104,0.0951,0.499,94.706,189373,4,0,1960
1876,0.572,0.402,11,-10.926,0,0.0286,0.828,1.16e-05,0.19,0.684,109.845,144600,4,1,1960
1877,0.602,0.541,2,-8.757,1,0.0431,0.38,0.0,0.0995,0.624,110.615,156800,4,1,1960
1878,0.36,0.82,1,-6.28,1,0.0552,0.404,0.0,0.121,0.857,83.227,113213,4,1,1960
1879,0.583,0.528,7,-5.501,1,0.0265,0.71,0.0,0.203,0.629,97.049,150373,4,1,1960
1880,0.592,0.341,4,-11.768,1,0.0286,0.744,0.0,0.0905,0.637,108.791,180733,4,1,1960
1881,0.225,0.282,0,-12.4,0,0.0316,0.907,0.903,0.531,0.117,71.502,107400,4,0,1960
1882,0.711,0.209,1,-14.261,0,0.0723,0.99,0.0,0.148,0.788,112.183,169493,1,0,1960
1883,0.454,0.656,0,-9.422,1,0.0328,0.587,1.66e-05,0.116,0.82,102.124,226213,4,1,1960
1884,0.307,0.604,1,-12.908,1,0.0461,0.0296,0.859,0.061,0.443,114.543,448720,3,0,1960
1885,0.411,0.635,2,-11.645,1,0.0667,0.66,0.0519,0.273,0.755,97.123,124267,4,1,1960
1886,0.499,0.535,7,-6.43,1,0.0292,0.618,7.55e-05,0.065,0.65,120.364,174147,3,1,1960
1887,0.483,0.524,0,-8.692,1,0.0301,0.304,6.26e-05,0.454,0.585,134.167,164067,1,1,1960
1888,0.478,0.393,5,-7.666,1,0.0307,0.902,2.78e-05,0.108,0.153,98.434,272933,3,0,1960
1889,0.673,0.349,4,-12.414,1,0.0368,0.608,0.0,0.38,0.609,124.451,117013,4,1,1960
1890,0.258,0.213,9,-15.952,1,0.0383,0.991,0.878,0.11,0.0323,99.437,101867,5,0,1960
1891,0.206,0.0906,10,-20.7,1,0.0431,0.977,0.779,0.119,0.083,127.246,162147,3,0,1960
1892,0.7,0.33,5,-9.027,1,0.0303,0.719,8.6e-05,0.136,0.524,98.605,178333,4,1,1960
1893,0.522,0.37,2,-8.364,1,0.0253,0.651,0.0,0.142,0.653,105.826,148533,3,1,1960
1894,0.238,0.282,5,-12.521,1,0.0327,0.955,0.00112,0.101,0.16,133.375,143493,4,1,1960
1895,0.404,0.734,7,-9.315,1,0.0337,0.0126,0.942,0.113,0.498,81.347,190600,4,0,1960
1896,0.535,0.797,3,-7.533,1,0.0459,0.48,3.42e-05,0.141,0.613,148.835,140120,4,1,1960
1897,0.673,0.593,9,-13.228,1,0.0349,0.76,0.915,0.0755,0.734,116.126,114907,4,1,1960
1898,0.542,0.779,0,-9.073,1,0.0685,0.588,0.0,0.502,0.752,130.348,154840,4,1,1960
1899,0.3,0.189,10,-23.93,1,0.0366,0.992,0.928,0.125,0.835,103.398,96733,4,0,1960
1900,0.46,0.599,5,-7.516,1,0.0446,0.525,7.61e-05,0.864,0.667,92.354,163307,4,1,1960
1901,0.475,0.846,3,-10.327,0,0.562,0.818,0.0,0.476,0.408,85.4,114808,4,1,1960
1902,0.101,0.0426,0,-18.362,0,0.0399,0.982,0.95,0.133,0.117,89.054,44614,3,0,1960
1903,0.641,0.682,7,-5.834,1,0.05,0.743,0.0,0.278,0.841,144.206,145480,4,1,1960
1904,0.559,0.181,4,-15.169,1,0.0277,0.328,2.73e-06,0.17,0.409,73.569,167067,4,1,1960
1905,0.349,0.515,5,-11.397,1,0.0343,0.89,0.00205,0.398,0.802,110.282,244640,4,0,1960
1906,0.375,0.605,1,-6.871,1,0.0513,0.361,0.0,0.241,0.459,164.88,218027,4,1,1960
1907,0.371,0.347,7,-11.971,0,0.0295,0.613,0.000362,0.0891,0.7,70.846,138520,4,1,1960
1908,0.669,0.848,8,-10.072,0,0.03,0.0273,0.0869,0.0881,0.661,102.048,177507,4,1,1960
1909,0.548,0.25,7,-11.827,1,0.0309,0.823,1.36e-06,0.717,0.591,108.268,119640,3,1,1960
1910,0.58,0.463,4,-8.986,1,0.0291,0.374,0.0,0.327,0.877,117.519,195253,4,0,1960
1911,0.405,0.618,4,-8.22,1,0.0958,0.114,0.0,0.253,0.695,111.772,101120,4,0,1960
1912,0.647,0.686,2,-6.679,1,0.0372,0.496,0.0,0.071,0.967,133.457,170640,4,0,1960
1913,0.591,0.537,5,-8.614,1,0.0676,0.419,0.0,0.372,0.96,141.603,141947,4,1,1960
1914,0.202,0.231,5,-15.453,0,0.0311,0.908,0.00228,0.116,0.279,76.873,88160,5,0,1960
1915,0.44,0.662,10,-13.164,0,0.0886,0.161,0.428,0.21,0.506,79.654,157144,4,0,1960
1916,0.915,0.399,7,-8.803,1,0.106,0.725,0.944,0.205,0.983,107.338,130093,4,1,1960
1917,0.577,0.487,5,-10.148,1,0.0343,0.694,0.928,0.189,0.903,104.754,140360,4,0,1960
1918,0.556,0.722,9,-6.962,1,0.0331,0.485,0.000324,0.142,0.717,109.155,176440,4,1,1960
1919,0.546,0.538,9,-6.079,1,0.0284,0.624,0.0,0.109,0.832,142.592,147000,4,1,1960
1920,0.358,0.373,3,-9.145,1,0.0347,0.686,0.0,0.358,0.642,181.88,185600,3,1,1960
1921,0.51,0.273,4,-14.56,1,0.0315,0.599,0.0,0.198,0.557,117.965,131213,4,1,1960
1922,0.473,0.614,9,-8.619,1,0.0313,0.319,0.0,0.0723,0.883,137.778,134973,4,1,1960
1923,0.271,0.125,0,-19.684,1,0.0568,0.867,0.707,0.0987,0.0953,83.489,993680,4,0,1960
1924,0.543,0.657,3,-6.157,1,0.0691,0.855,1.32e-05,0.0311,0.97,93.717,141773,4,0,1960
1925,0.385,0.242,7,-12.109,1,0.0279,0.672,0.0747,0.156,0.529,95.167,96333,3,0,1960
1926,0.333,0.458,4,-12.456,0,0.0344,0.0875,8.2e-06,0.0857,0.374,88.299,190360,4,1,1960
1927,0.653,0.38,5,-16.875,1,0.0291,0.0497,0.922,0.0944,0.907,124.888,152440,4,1,1960
1928,0.55,0.854,3,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231,149373,4,1,1960
1929,0.423,0.681,10,-9.756,1,0.0397,0.0592,0.000177,0.0889,0.559,110.461,160307,4,1,1960
1930,0.398,0.709,3,-13.047,1,0.034,0.193,2.69e-06,0.146,0.919,156.868,166867,4,1,1960
1931,0.344,0.12,9,-22.034,1,0.0714,0.965,0.00115,0.236,0.32,180.219,304933,5,0,1960
1932,0.748,0.502,2,-7.657,1,0.0457,0.903,0.000123,0.216,0.939,118.091,183467,4,0,1960
1933,0.383,0.843,7,-11.448,1,0.852,0.616,0.0,0.411,0.151,86.481,1009218,4,0,1960
1934,0.667,0.173,8,-16.231,1,0.0298,0.634,0.0,0.128,0.296,106.115,189240,3,1,1960
1935,0.517,0.777,0,-6.486,1,0.0306,0.284,0.0,0.142,0.965,141.499,129800,4,1,1960
1936,0.473,0.771,1,-8.653,1,0.0457,0.437,0.0,0.113,0.474,118.943,527427,4,0,1960
1937,0.469,0.56,10,-8.372,1,0.0358,0.595,0.0,0.139,0.961,132.656,165840,4,1,1960
1938,0.535,0.64,7,-6.6,0,0.0367,0.638,0.0,0.5,0.584,93.888,181400,4,1,1960
1939,0.516,0.644,7,-9.285,1,0.0423,0.00881,0.0,0.764,0.574,129.702,113075,4,1,1960
1940,0.303,0.637,11,-6.658,1,0.0564,0.743,2.32e-06,0.249,0.748,120.423,122400,4,1,1960
1941,0.861,0.495,0,-8.95,1,0.0314,0.594,0.0,0.173,0.815,111.251,169067,3,0,1960
1942,0.119,0.338,7,-18.535,1,0.04,0.812,0.682,0.152,0.126,168.654,64507,3,0,1960
1943,0.403,0.111,7,-18.477,1,0.0335,0.65,0.04,0.127,0.277,136.579,198307,3,1,1960
1944,0.399,0.66,3,-11.407,0,0.0986,0.189,0.00697,0.0866,0.773,129.942,188760,4,0,1960
1945,0.491,0.756,9,-8.769,1,0.108,0.101,0.0,0.304,0.961,142.198,98027,4,1,1960
1946,0.529,0.796,2,-7.389,1,0.0725,0.482,0.00286,0.135,0.854,127.702,167507,4,1,1960
1947,0.418,0.37,5,-12.8,1,0.0298,0.818,0.0,0.333,0.567,110.213,153227,4,1,1960
1948,0.55,0.409,5,-12.702,0,0.0321,0.312,0.0,0.096,0.405,61.226,185827,4,1,1960
1949,0.197,0.291,7,-13.622,1,0.0332,0.86,0.0987,0.564,0.455,185.04,136013,3,1,1960
1950,0.538,0.459,2,-8.992,1,0.0268,0.535,0.000868,0.149,0.485,101.384,172853,4,1,1960
1951,0.526,0.663,9,-5.932,1,0.0279,0.102,8.98e-05,0.234,0.669,97.397,167427,4,1,1960
1952,0.429,0.208,2,-16.07,1,0.0301,0.891,4.67e-05,0.158,0.485,107.618,192893,3,1,1960
1953,0.514,0.348,8,-13.993,1,0.0308,0.739,0.0,0.108,0.741,128.98,165693,3,1,1960
1954,0.386,0.322,7,-13.018,0,0.032,0.715,0.0,0.0544,0.508,178.668,159640,3,1,1960
1955,0.385,0.501,5,-7.245,1,0.0531,0.719,1.83e-05,0.0826,0.527,125.52,225680,4,0,1960
1956,0.468,0.835,4,-12.402,0,0.0358,0.0476,0.891,0.08,0.921,163.441,131440,4,0,1960
1957,0.517,0.817,9,-4.013,0,0.0511,0.154,0.817,0.391,0.816,97.477,165253,4,0,1960
1958,0.341,0.226,0,-10.133,1,0.0313,0.949,0.0,0.101,0.277,83.186,196000,4,0,1960
1959,0.605,0.789,7,-8.729,0,0.0302,0.411,0.926,0.285,0.855,91.286,152760,4,1,1960
1960,0.477,0.84,8,-7.11,1,0.118,0.399,3.1e-06,0.604,0.961,184.649,228013,4,1,1960
1961,0.478,0.712,9,-10.915,0,0.0298,0.0546,0.72,0.0974,0.731,98.904,537360,4,0,1960
1962,0.739,0.631,7,-8.601,1,0.0502,0.117,0.268,0.0597,0.901,109.096,126720,4,1,1960
1963,0.67,0.387,11,-9.924,1,0.0319,0.899,2.6e-05,0.354,0.774,107.625,139733,4,1,1960
1964,0.418,0.602,9,-9.87,0,0.197,0.0532,0.0,0.537,0.512,84.756,221467,4,0,1960
1965,0.277,0.176,5,-16.796,0,0.031,0.953,0.0199,0.0927,0.261,77.958,156120,3,0,1960
1966,0.66,0.264,2,-12.593,0,0.037,0.622,0.0,0.354,0.781,98.929,149200,4,0,1960
1967,0.485,0.671,2,-10.27,1,0.0738,0.61,0.00676,0.546,0.6,119.363,168453,4,0,1960
1968,0.922,0.638,3,-10.137,1,0.133,0.465,5.99e-05,0.22,0.866,124.133,172267,4,1,1960
1969,0.66,0.557,9,-10.925,1,0.029,0.702,0.0412,0.122,0.62,125.463,155440,4,0,1960
1970,0.195,0.462,9,-8.715,1,0.0315,0.803,0.0,0.415,0.472,100.855,154587,4,1,1960
1971,0.311,0.365,5,-8.685,0,0.0381,0.832,0.0,0.339,0.534,116.585,137120,4,0,1960
1972,0.205,0.133,2,-19.508,1,0.034,0.906,0.0301,0.109,0.218,81.74,230643,4,0,1960
1973,0.507,0.385,0,-12.483,1,0.0309,0.692,1.33e-05,0.13,0.283,61.651,334813,4,0,1960
1974,0.588,0.353,7,-8.431,1,0.0254,0.473,0.0,0.0877,0.526,84.021,204067,3,1,1960
1975,0.252,0.165,9,-17.471,1,0.0442,0.946,0.0638,0.0696,0.114,99.514,346867,3,0,1960
1976,0.62,0.475,1,-10.075,1,0.05,0.815,0.000903,0.281,0.352,114.165,194560,4,1,1960
1977,0.231,0.315,5,-10.56,1,0.0369,0.783,0.000652,0.487,0.111,82.815,144400,4,1,1960
1978,0.641,0.748,9,-8.839,0,0.0453,0.227,0.0,0.513,0.916,100.843,126733,4,0,1960
1979,0.179,0.0173,1,-24.118,1,0.0395,0.992,0.941,0.125,0.0396,68.059,105107,3,0,1960
1980,0.367,0.109,9,-21.157,1,0.207,0.953,0.0,0.668,0.119,171.784,416800,5,0,1960
1981,0.737,0.182,6,-18.721,1,0.918,0.8,0.0,0.0941,0.302,126.744,57589,4,0,1960
1982,0.475,0.507,1,-13.103,1,0.0372,0.646,1.03e-05,0.24,0.59,113.364,145320,4,1,1960
1983,0.726,0.524,9,-9.769,1,0.0401,0.104,0.000128,0.0637,0.867,108.215,162333,4,1,1960
1984,0.389,0.565,9,-8.355,1,0.0373,0.608,0.000159,0.185,0.559,112.199,174521,4,1,1960
1985,0.551,0.492,1,-7.188,0,0.0288,0.613,0.0,0.103,0.733,116.49,229040,4,0,1960
1986,0.448,0.79,5,-6.995,1,0.117,0.749,3.9e-05,0.709,0.901,153.362,131076,4,1,1960
1987,0.676,0.817,5,-6.225,1,0.0723,0.113,0.0,0.233,0.871,147.641,162067,4,1,1960
1988,0.593,0.642,5,-9.894,0,0.0304,0.186,0.0,0.129,0.919,133.281,174400,4,1,1960
1989,0.567,0.867,1,-11.094,1,0.114,0.481,0.916,0.0632,0.466,110.14,246548,1,0,1960
1990,0.314,0.0718,9,-19.482,0,0.0468,0.942,1.81e-06,0.23,0.0527,150.61,117080,3,0,1960
1991,0.486,0.452,10,-13.016,1,0.0453,0.807,6.37e-05,0.121,0.687,120.48,113453,4,1,1960
1992,0.78,0.855,10,-4.957,0,0.0399,0.202,0.0,0.256,0.969,126.88,148440,4,0,1960
1993,0.699,0.481,7,-7.037,1,0.031,0.743,0.0,0.264,0.527,121.573,138716,4,1,1960
1994,0.407,0.276,1,-14.179,1,0.0324,0.68,0.0,0.108,0.488,121.912,146893,4,1,1960
1995,0.34,0.299,1,-14.861,1,0.0511,0.978,0.00762,0.294,0.494,76.535,196093,4,0,1960
1996,0.507,0.834,4,-11.49,1,0.0741,0.334,4.39e-06,0.838,0.741,80.482,181773,4,1,1960
1997,0.814,0.542,9,-12.196,1,0.0471,0.516,1.43e-05,0.0992,0.906,114.83,160200,4,1,1960
1998,0.511,0.125,5,-11.461,0,0.035,0.925,0.00577,0.129,0.215,67.603,165560,4,0,1960
1999,0.355,0.221,10,-12.023,0,0.0286,0.9,3.77e-05,0.0993,0.353,90.926,235213,4,0,1960
2000,0.513,0.387,11,-14.965,1,0.0379,0.422,0.0193,0.12,0.328,79.606,149800,4,0,1960
2001,0.314,0.177,8,-17.677,1,0.0328,0.9,0.000228,0.059,0.386,81.382,173507,4,1,1960
2002,0.396,0.647,4,-11.62,0,0.0692,0.0254,0.749,0.336,0.899,131.586,415320,4,0,1960
2003,0.381,0.0848,5,-17.77,1,0.032,0.834,0.0,0.112,0.557,155.036,177360,4,0,1960
2004,0.709,0.713,3,-8.748,1,0.0402,0.381,0.0,0.119,0.963,126.617,129867,4,0,1960
2005,0.791,0.349,10,-13.427,1,0.0643,0.208,0.0,0.206,0.688,115.372,166067,4,1,1960
2006,0.644,0.449,0,-14.863,1,0.0326,0.79,4.44e-05,0.0686,0.669,114.929,166067,4,1,1960
2007,0.225,0.139,6,-15.141,1,0.0364,0.966,0.00124,0.0736,0.182,69.498,144760,3,0,1960
2008,0.494,0.385,5,-12.805,0,0.0658,0.683,0.685,0.693,0.536,80.872,199480,4,0,1960
2009,0.474,0.536,4,-8.113,1,0.0245,0.145,0.000967,0.278,0.409,85.862,199467,4,1,1960
2010,0.72,0.513,9,-9.217,1,0.0317,0.367,0.000364,0.0677,0.961,88.628,182880,4,1,1960
2011,0.5,0.203,5,-15.765,1,0.0382,0.755,2.28e-06,0.183,0.405,103.918,152520,3,1,1960
2012,0.57,0.714,7,-11.82,1,0.031,0.543,0.0,0.101,0.606,108.393,121893,4,0,1960
2013,0.555,0.547,7,-7.097,1,0.0513,0.495,0.0,0.753,0.548,157.534,145667,4,0,1960
2014,0.578,0.422,2,-15.912,0,0.0343,0.491,0.00553,0.0682,0.826,150.233,148000,4,0,1960
2015,0.57,0.0381,3,-16.387,0,0.0435,0.99,0.000526,0.111,0.465,88.408,122472,4,0,1960
2016,0.492,0.26,8,-13.707,1,0.043,0.849,0.135,0.115,0.555,174.144,150067,3,1,1960
2017,0.263,0.397,9,-6.163,1,0.0282,0.717,0.896,0.0497,0.16,104.351,256040,4,0,1960
2018,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,125667,4,1,1960
2019,0.313,0.399,0,-9.552,1,0.031,0.776,2.31e-06,0.157,0.367,107.404,189053,4,1,1960
2020,0.313,0.111,2,-17.792,1,0.038,0.733,0.424,0.181,0.0491,121.733,233827,4,0,1960
2021,0.345,0.476,2,-6.077,0,0.0375,0.761,0.0,0.101,0.587,105.971,139467,3,0,1960
2022,0.313,0.0321,0,-19.927,0,0.0394,0.848,0.489,0.0788,0.128,113.012,175747,4,0,1960
2023,0.422,0.59,1,-8.216,1,0.0759,0.723,0.0,0.175,0.553,75.714,131867,4,0,1960
2024,0.5,0.319,4,-15.735,1,0.039,0.497,0.0,0.101,0.646,177.489,142907,3,1,1960
2025,0.449,0.26,1,-21.326,1,0.0554,0.842,0.739,0.102,0.604,174.657,155240,4,0,1960
2026,0.637,0.417,1,-13.015,1,0.0688,0.19,0.0,0.143,0.563,139.124,153133,4,1,1960
2027,0.61,0.377,9,-9.805,1,0.0935,0.414,0.0,0.0734,0.519,178.06,150667,4,1,1960
2028,0.561,0.807,9,-5.5,0,0.0438,0.0675,0.0,0.26,0.655,95.12,177973,4,1,1960
2029,0.253,0.43,6,-16.715,0,0.0521,0.469,0.000189,0.165,0.432,85.842,414933,4,0,1960
2030,0.361,0.278,5,-12.528,1,0.0299,0.737,0.0,0.202,0.403,89.793,166800,4,1,1960
2031,0.484,0.659,11,-4.406,1,0.0271,0.445,0.0,0.0511,0.373,111.635,141533,4,0,1960
2032,0.523,0.478,0,-16.905,1,0.0493,0.731,0.0,0.329,0.826,137.73,167133,4,1,1960
2033,0.536,0.148,0,-14.903,1,0.031,0.772,0.0,0.101,0.509,109.295,165760,4,1,1960
2034,0.626,0.458,5,-14.709,1,0.0317,0.599,0.0,0.431,0.893,121.479,197333,4,1,1960
2035,0.489,0.254,1,-15.306,0,0.0565,0.994,0.911,0.386,0.948,90.538,227680,4,0,1960
2036,0.466,0.305,7,-14.697,1,0.0287,0.561,0.00619,0.11,0.821,104.914,143493,4,0,1960
2037,0.691,0.421,8,-11.129,1,0.0371,0.711,0.0,0.463,0.899,130.89,125667,4,1,1960
2038,0.54,0.492,0,-9.087,1,0.0286,0.473,0.0,0.046,0.552,121.832,194400,4,1,1960
2039,0.615,0.268,9,-13.76,1,0.0389,0.601,0.0,0.198,0.698,111.626,146653,4,0,1960
2040,0.215,0.0303,8,-26.27,0,0.0399,0.983,0.919,0.113,0.0586,89.354,200440,3,0,1960
2041,0.41,0.351,4,-14.483,0,0.0418,0.99,0.888,0.304,0.859,130.55,270000,4,0,1960
2042,0.495,0.603,10,-11.256,0,0.054,0.0421,0.847,0.0754,0.643,128.043,108907,4,0,1960
2043,0.0593,0.0431,0,-23.958,1,0.0467,0.993,0.935,0.237,0.0203,54.756,458133,4,0,1960
2044,0.493,0.417,10,-12.205,1,0.0588,0.0942,0.000132,0.2,0.453,108.214,185813,3,0,1960
2045,0.194,0.427,11,-9.511,1,0.0309,0.135,8.37e-05,0.0865,0.33,90.612,165453,4,1,1960
2046,0.34,0.561,5,-8.927,0,0.0294,0.0678,0.00479,0.0946,0.653,175.748,202360,4,1,1960
2047,0.342,0.113,1,-13.733,1,0.034,0.987,0.00331,0.125,0.11,126.02,175053,5,1,1960
2048,0.372,0.226,2,-13.158,1,0.0371,0.771,0.0,0.679,0.573,79.981,144133,3,0,1960
2049,0.412,0.557,2,-9.914,1,0.062,0.855,0.00452,0.258,0.907,87.09,256267,4,0,1960
2050,0.51,0.417,10,-10.898,0,0.0406,0.147,5.17e-06,0.16,0.306,86.731,202973,4,1,1960
2051,0.331,0.406,5,-5.662,1,0.027,0.328,3.32e-05,0.705,0.579,97.404,143760,4,0,1960
2052,0.167,0.201,2,-10.465,1,0.035,0.947,4.75e-05,0.133,0.175,65.829,292787,4,0,1960
2053,0.293,0.74,7,-6.098,1,0.0399,0.446,0.00151,0.0998,0.516,118.23,289293,4,1,1960
2054,0.27,0.225,4,-16.085,0,0.0344,0.844,0.908,0.0598,0.157,66.71,664293,4,0,1960
2055,0.5,0.452,7,-10.727,0,0.0427,0.532,2.28e-06,0.186,0.624,116.988,205267,4,0,1960
2056,0.424,0.294,2,-12.336,1,0.0392,0.667,0.0,0.322,0.305,126.747,221413,4,0,1960
2057,0.192,0.244,10,-16.796,1,0.0384,0.957,0.875,0.135,0.0741,95.516,171187,1,0,1960
2058,0.549,0.512,2,-10.052,1,0.0395,0.712,0.0,0.328,0.633,50.612,154987,4,0,1960
2059,0.496,0.156,9,-17.059,1,0.0419,0.777,0.0,0.232,0.205,129.524,206333,4,1,1960
2060,0.485,0.886,0,-5.332,1,0.037,4.87e-05,0.911,0.229,0.653,149.074,149093,1,1,1960
2061,0.367,0.655,7,-6.396,1,0.0524,0.624,0.0,0.374,0.695,131.583,182587,3,1,1960
2062,0.487,0.518,0,-14.092,1,0.0295,0.264,0.0403,0.0838,0.839,105.303,107307,4,0,1960
2063,0.461,0.443,10,-11.031,1,0.0335,0.527,0.0,0.15,0.695,62.922,166707,3,1,1960
2064,0.535,0.456,2,-7.06,0,0.0286,0.651,0.0,0.397,0.402,102.648,141667,3,0,1960
2065,0.378,0.776,8,-5.765,0,0.0815,0.936,0.773,0.905,0.716,162.349,238602,3,0,1960
2066,0.345,0.665,0,-9.107,1,0.0432,0.104,0.0136,0.0882,0.0961,154.578,422160,4,0,1960
2067,0.545,0.66,4,-7.872,1,0.0304,0.657,0.0,0.634,0.884,125.069,128067,4,1,1960
2068,0.217,0.0687,5,-19.64,1,0.0454,0.98,0.000623,0.0935,0.0484,140.09,420467,4,0,1960
2069,0.446,0.034,8,-28.126,1,0.0488,0.966,0.0581,0.119,0.153,119.841,132827,4,0,1960
2070,0.39,0.717,5,-5.723,0,0.0625,0.5,0.0,0.118,0.63,137.076,128000,4,1,1960
2071,0.442,0.532,1,-6.664,1,0.0279,0.453,0.0,0.0397,0.962,156.21,117587,4,1,1960
2072,0.482,0.0981,2,-13.62,0,0.0396,0.823,0.962,0.16,0.0594,71.296,75547,4,0,1960
2073,0.393,0.872,7,-5.013,0,0.248,0.679,0.00333,0.155,0.939,175.643,191027,4,0,1960
2074,0.648,0.165,4,-16.446,1,0.0348,0.879,0.000216,0.13,0.435,99.585,194160,4,1,1960
2075,0.414,0.489,0,-10.996,1,0.0356,0.596,0.000171,0.195,0.532,91.351,228333,3,1,1960
2076,0.475,0.281,7,-12.821,0,0.0312,0.526,3.17e-06,0.0992,0.557,96.521,193800,4,0,1960
2077,0.699,0.373,0,-12.653,1,0.0813,0.801,0.518,0.0764,0.73,134.923,131533,4,1,1960
2078,0.389,0.177,10,-17.167,1,0.0586,0.981,0.000519,0.468,0.252,103.258,182000,4,0,1960
2079,0.684,0.162,1,-14.105,1,0.829,0.648,0.0,0.117,0.487,100.534,1020293,4,0,1960
2080,0.519,0.481,2,-9.796,1,0.0283,0.308,1.05e-05,0.121,0.48,109.246,166907,4,1,1960
2081,0.643,0.64,0,-10.396,1,0.0495,0.665,0.0,0.308,0.756,110.928,149893,4,1,1960
2082,0.456,0.449,4,-12.659,0,0.0436,0.763,0.0301,0.123,0.179,112.036,295747,4,0,1960
2083,0.748,0.695,0,-10.853,1,0.0586,0.34,0.589,0.0973,0.319,117.238,70240,4,0,1960
2084,0.662,0.515,7,-12.466,1,0.0646,0.344,0.0,0.082,0.74,100.451,159640,4,1,1960
2085,0.446,0.503,0,-10.025,1,0.0382,0.101,0.0,0.268,0.781,125.064,101160,4,1,1960
2086,0.522,0.673,11,-3.48,1,0.0425,0.789,0.0,0.318,0.659,141.01,134520,4,1,1960
2087,0.731,0.321,2,-13.441,1,0.0425,0.453,0.0,0.116,0.737,125.744,260920,4,0,1960
2088,0.714,0.0998,6,-23.388,1,0.767,0.986,0.0,0.306,0.319,113.149,177733,5,0,1960
2089,0.441,0.603,2,-11.486,1,0.0392,0.12,0.0,0.247,0.714,128.585,165600,4,0,1960
2090,0.561,0.522,2,-13.158,1,0.0502,0.54,0.000929,0.0752,0.739,99.004,194053,4,0,1960
2091,0.471,0.418,7,-11.453,1,0.0271,0.531,2.88e-05,0.53,0.763,92.627,201440,4,1,1960
2092,0.283,0.254,4,-14.306,0,0.0314,0.142,1.22e-05,0.155,0.309,172.228,208293,4,1,1960
2093,0.526,0.521,5,-8.271,1,0.0355,0.849,0.0219,0.205,0.78,151.188,182439,4,0,1960
2094,0.459,0.111,0,-10.612,0,0.0435,0.903,0.928,0.109,0.581,163.02,113133,4,0,1960
2095,0.523,0.941,4,-4.444,0,0.0377,0.0878,0.148,0.106,0.145,120.67,192324,4,0,1960
2096,0.421,0.294,9,-16.066,1,0.0601,0.959,0.854,0.129,0.0749,103.233,100440,4,0,1960
2097,0.5,0.655,10,-8.313,1,0.0308,0.386,0.0,0.0915,0.41,107.75,196867,4,1,1960
2098,0.341,0.00393,8,-39.003,1,0.0433,0.994,0.919,0.106,0.263,124.66,326373,4,0,1960
2099,0.674,0.712,9,-6.966,1,0.028,0.254,0.132,0.0312,0.761,129.289,153920,4,1,1960
2100,0.422,0.347,5,-10.842,1,0.0418,0.841,0.000404,0.115,0.557,104.228,193573,4,0,1960
2101,0.8,0.647,5,-9.36,1,0.0396,0.555,0.0,0.0691,0.94,124.481,127627,4,1,1960
2102,0.604,0.347,10,-11.783,1,0.0268,0.714,0.807,0.144,0.343,93.269,127293,3,1,1960
2103,0.443,0.212,7,-16.637,1,0.132,0.97,0.000783,0.715,0.116,120.186,432867,3,0,1960
2104,0.32,0.527,9,-7.385,1,0.0334,0.581,0.0,0.115,0.709,203.074,129947,4,1,1960
2105,0.792,0.495,0,-11.603,1,0.0527,0.239,0.00175,0.074,0.719,118.066,517400,4,1,1960
2106,0.506,0.138,7,-20.571,1,0.0516,0.942,0.00107,0.521,0.851,75.53,72827,4,0,1960
2107,0.303,0.777,9,-3.849,1,0.0308,0.00248,0.785,0.0363,0.446,146.847,171373,4,0,1960
2108,0.593,0.583,2,-8.697,1,0.0312,0.403,0.0,0.311,0.915,118.76,121720,4,1,1960
