,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,decade
2668,0.376,0.199,0,-14.1,1,0.0488,0.785,0.0,0.233,0.409,68.274,182973,4,25.32683,9,0,1960
2669,0.784,0.451,8,-11.225,0,0.0723,0.792,4.09e-05,0.115,0.78,100.303,138800,4,40.13038,7,1,1960
2670,0.585,0.734,2,-6.559,0,0.0355,0.839,5.88e-06,0.239,0.966,93.356,195867,4,73.48563,8,0,1960
2671,0.575,0.65,0,-8.524,1,0.0557,0.56,6.36e-05,0.178,0.623,118.445,152093,4,42.10868,8,1,1960
2672,0.336,0.792,1,-7.568,0,0.0343,0.429,1.43e-05,0.076,0.904,200.522,146147,4,130.45226,3,1,1960
2673,0.7,0.576,0,-6.988,1,0.038,0.58,0.0,0.569,0.944,116.886,177880,4,49.43201,9,0,1960
2674,0.562,0.779,7,-6.705,1,0.0592,0.363,0.0292,0.066,0.967,119.602,179387,4,39.63324,7,1,1960
2675,0.407,0.424,8,-14.543,1,0.0361,0.883,0.233,0.356,0.349,84.185,167653,4,28.92097,6,1,1960
2676,0.698,0.78,2,-4.28,1,0.0389,0.772,0.0225,0.419,0.958,105.167,107600,4,44.67087,6,0,1960
2677,0.382,0.708,5,-7.81,1,0.0391,0.638,0.532,0.223,0.797,144.425,94880,4,20.69235,7,0,1960
2678,0.633,0.717,7,-6.367,1,0.0306,0.458,0.0,0.059,0.937,115.205,122920,4,25.81324,7,1,1960
2679,0.39,0.122,0,-17.307,1,0.0363,0.895,2.83e-05,0.149,0.185,116.768,177467,3,45.70859,9,1,1960
2680,0.569,0.385,2,-12.237,1,0.0342,0.81,1.06e-06,0.326,0.782,110.662,154840,4,53.30617,6,0,1960
2681,0.488,0.648,5,-13.252,1,0.0305,0.852,0.914,0.13,0.949,156.35,122933,4,36.7954,5,1,1960
2682,0.434,0.44,4,-19.617,0,0.0639,0.531,0.867,0.0716,0.194,89.682,166507,4,77.38872,7,0,1960
2683,0.281,0.798,4,-8.714,0,0.0827,0.494,0.192,0.11,0.704,190.763,228827,4,38.93042,11,0,1960
2684,0.486,0.683,1,-8.768,0,0.0541,0.299,0.0,0.0987,0.745,128.723,176733,4,39.80451,7,1,1960
2685,0.717,0.0715,0,-23.961,0,0.917,0.98,0.0,0.171,0.647,45.363,99240,4,36.40572,3,0,1960
2686,0.416,0.563,1,-8.724,0,0.0298,0.207,0.0,0.343,0.9,77.56,127853,4,42.83176,5,1,1960
2687,0.466,0.361,7,-17.059,0,0.0286,0.251,0.0386,0.197,0.555,143.63,126267,4,21.75542,7,0,1960
2688,0.562,0.779,7,-6.705,1,0.0592,0.363,0.0292,0.066,0.967,119.602,179387,4,39.63324,7,1,1960
2689,0.391,0.304,0,-9.483,0,0.044,0.846,0.0,0.208,0.394,86.354,145600,3,36.92693,8,0,1960
2690,0.767,0.87,2,-6.756,1,0.034,0.814,0.0037,0.0641,0.991,126.293,126267,4,25.50749,7,1,1960
2691,0.478,0.298,2,-13.842,1,0.0342,0.74,1.11e-05,0.139,0.376,110.006,195733,4,22.67291,13,1,1960
2692,0.657,0.519,7,-10.346,1,0.0282,0.629,3.11e-06,0.255,0.75,111.651,132800,4,37.09508,8,1,1960
2693,0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.206,97.398,173867,3,49.44222,9,1,1960
2694,0.221,0.238,10,-8.749,1,0.0296,0.974,2.54e-05,0.333,0.151,86.2,188027,3,26.70739,8,1,1960
2695,0.483,0.341,5,-5.932,1,0.0319,0.963,0.0368,0.112,0.47,116.063,202502,4,32.58161,11,0,1960
2696,0.763,0.656,0,-6.86,1,0.0417,0.549,0.0,0.125,0.926,118.394,156173,4,32.83975,9,1,1960
2697,0.515,0.496,4,-7.446,1,0.0324,0.265,0.0,0.182,0.651,153.582,140440,4,31.78042,7,1,1960
2698,0.55,0.761,9,-8.052,1,0.0345,0.561,0.0,0.885,0.961,157.874,138160,4,38.16349,8,1,1960
2699,0.691,0.273,8,-14.87,1,0.0377,0.939,0.937,0.0955,0.806,138.332,157400,4,31.37953,10,1,1960
2700,0.622,0.127,7,-20.924,0,0.0413,0.935,0.854,0.192,0.105,66.22,201173,4,32.316,9,0,1960
2701,0.477,0.301,7,-15.635,1,0.0351,0.64,6.3e-06,0.0881,0.519,174.859,477693,4,21.45226,25,0,1960
2702,0.272,0.14,10,-18.724,1,0.0311,0.945,0.842,0.0825,0.334,78.69,159467,4,20.93083,10,1,1960
2703,0.346,0.797,4,-7.805,1,0.0888,0.0399,2.17e-05,0.0728,0.196,130.91,248619,4,26.04879,15,1,1960
2704,0.74,0.301,8,-11.975,1,0.0467,0.428,0.0,0.0782,0.669,113.61,177000,4,34.63204,11,1,1960
2705,0.248,0.258,10,-15.43,1,0.0354,0.92,0.947,0.357,0.152,73.336,64693,4,32.30082,4,0,1960
2706,0.638,0.251,11,-13.507,0,0.0333,0.822,0.0,0.0879,0.501,119.316,122160,4,33.67934,6,1,1960
2707,0.427,0.557,0,-8.277,1,0.0395,0.539,0.22,0.111,0.445,80.151,241627,4,30.75923,12,0,1960
2708,0.431,0.454,7,-14.31,1,0.0302,0.524,0.13,0.116,0.585,129.589,83360,4,35.03921,5,0,1960
2709,0.537,0.565,8,-5.251,1,0.106,0.611,1.13e-06,0.0671,0.638,122.382,155267,4,20.90205,9,1,1960
2710,0.586,0.507,2,-10.193,0,0.0343,0.777,0.0,0.18,0.96,73.007,117147,4,41.17615,8,0,1960
2711,0.493,0.603,4,-9.824,1,0.0411,0.152,9.23e-05,0.147,0.657,139.13,147924,4,21.35766,7,1,1960
2712,0.553,0.457,8,-12.878,1,0.0406,0.807,0.788,0.11,0.75,111.616,282360,4,36.62034,16,0,1960
2713,0.605,0.544,2,-11.37,1,0.0682,0.823,0.00579,0.338,0.797,115.779,163627,4,59.67874,7,1,1960
2714,0.481,0.544,0,-11.228,1,0.0771,0.383,0.000505,0.682,0.881,80.994,179067,4,66.58233,9,0,1960
2715,0.508,0.765,1,-9.173,0,0.042,0.0109,0.000548,0.273,0.797,128.125,139333,4,74.72358,5,1,1960
2716,0.521,0.474,6,-8.922,0,0.0262,0.777,0.0,0.236,0.763,89.982,180920,4,31.75779,10,0,1960
2717,0.594,0.533,10,-7.993,0,0.0438,0.153,1.49e-05,0.172,0.729,78.552,137307,4,69.12045,6,1,1960
2718,0.569,0.651,0,-16.174,0,0.0294,0.438,0.844,0.48,0.929,113.287,129293,4,38.65748,6,0,1960
2719,0.549,0.918,10,-3.82,0,0.0731,0.0604,4.09e-06,0.328,0.926,119.446,119667,4,28.31643,9,1,1960
2720,0.727,0.579,7,-11.648,1,0.179,0.487,0.00031,0.207,0.759,170.27,138920,4,66.26511,5,0,1960
2721,0.705,0.666,5,-9.704,1,0.0478,0.738,0.0,0.177,0.924,147.819,121213,4,32.29291,6,1,1960
2722,0.228,0.358,5,-7.161,1,0.0306,0.582,2.84e-06,0.129,0.324,179.652,141840,3,51.8319,6,1,1960
2723,0.369,0.566,0,-8.904,0,0.0406,0.168,0.000947,0.0909,0.651,99.718,390907,4,45.43423,15,0,1960
2724,0.504,0.175,4,-16.623,0,0.0408,0.851,0.0,0.138,0.673,78.143,150280,4,23.98373,7,0,1960
2725,0.521,0.354,7,-13.323,0,0.0252,0.5,0.0,0.109,0.662,95.727,242467,4,28.81872,13,1,1960
2726,0.355,0.404,7,-10.12,1,0.029,0.857,1.43e-06,0.354,0.501,75.124,141920,4,29.15655,7,1,1960
2727,0.657,0.553,9,-9.017,1,0.0434,0.761,9.01e-05,0.23,0.884,92.753,156507,4,38.47893,8,1,1960
2728,0.622,0.644,3,-7.484,1,0.0367,0.586,0.0,0.0594,0.666,139.166,173653,4,20.97044,10,1,1960
2729,0.778,0.409,9,-8.019,1,0.0317,0.817,0.0,0.034,0.918,110.172,146773,4,20.92383,8,0,1960
2730,0.442,0.112,1,-15.924,1,0.0298,0.883,0.0,0.138,0.333,85.01,140173,4,48.07596,8,1,1960
2731,0.751,0.385,6,-11.716,1,0.0349,0.115,0.0,0.069,0.862,117.748,176133,4,33.98889,9,1,1960
2732,0.44,0.46,8,-13.055,1,0.0373,0.783,0.00242,0.334,0.638,97.929,189867,3,34.78553,9,1,1960
2733,0.471,0.45,10,-10.679,0,0.029,0.47,1.87e-05,0.116,0.604,131.821,219507,4,24.82461,11,1,1960
2734,0.429,0.171,10,-22.267,1,0.0723,0.966,1.01e-05,0.0955,0.484,112.477,140693,4,45.92361,7,0,1960
2735,0.638,0.251,11,-13.507,0,0.0333,0.822,0.0,0.0879,0.501,119.316,122160,4,33.67934,6,1,1960
2736,0.342,0.351,0,-9.384,0,0.032,0.618,4.59e-06,0.284,0.474,105.265,214227,3,30.37289,13,0,1960
2737,0.569,0.394,2,-17.501,0,0.0345,0.25,0.00109,0.0601,0.629,116.841,132800,4,27.46405,9,1,1960
2738,0.583,0.831,1,-7.92,1,0.0359,0.569,0.0,0.0775,0.933,97.883,126533,4,29.67187,5,1,1960
2739,0.483,0.478,6,-13.621,1,0.0789,0.749,0.0,0.258,0.913,170.401,133707,4,36.18441,7,1,1960
2740,0.559,0.78,9,-6.597,1,0.0328,0.158,6.89e-06,0.0793,0.964,98.661,139280,4,28.04621,6,1,1960
2741,0.355,0.0603,2,-27.861,1,0.039,0.947,1.01e-05,0.0801,0.28,78.228,156367,3,41.03189,6,1,1960
2742,0.341,0.416,11,-9.574,1,0.0265,0.184,6.28e-05,0.0917,0.499,102.886,134133,3,49.27022,8,1,1960
2743,0.28,0.0532,0,-21.6,1,0.0424,0.88,0.525,0.128,0.173,137.176,390707,4,46.13748,16,0,1960
2744,0.65,0.652,10,-7.302,1,0.034,0.392,0.0,0.0684,0.907,124.088,181187,4,44.98214,9,0,1960
2745,0.514,0.733,6,-9.403,1,0.145,0.446,2.39e-06,0.112,0.901,184.637,132453,4,32.44492,7,1,1960
2746,0.407,0.312,10,-12.634,1,0.026,0.822,2.47e-06,0.0896,0.421,90.217,172867,3,20.76936,9,1,1960
2747,0.678,0.729,4,-7.902,1,0.0411,0.796,4.38e-06,0.182,0.889,93.027,167827,4,57.57632,8,1,1960
2748,0.508,0.68,5,-8.354,1,0.0373,0.36,0.0,0.0824,0.792,99.905,185200,4,34.96173,10,1,1960
2749,0.62,0.315,5,-15.142,1,0.0343,0.599,2.96e-06,0.209,0.751,111.773,148067,4,25.93938,8,1,1960
2750,0.803,0.634,10,-9.316,1,0.0344,0.743,1.44e-05,0.089,0.936,116.738,126373,4,23.97282,8,1,1960
2751,0.312,0.33,2,-12.269,1,0.031,0.235,0.0,0.0768,0.308,173.18,133813,3,48.11046,7,0,1960
2752,0.395,0.735,9,-14.39,0,0.172,0.123,4.99e-05,0.414,0.306,120.935,739800,4,36.54702,34,0,1960
2753,0.266,0.293,9,-10.182,1,0.0315,0.964,0.00012,0.158,0.388,106.624,132027,3,37.71035,6,1,1960
2754,0.498,0.266,10,-13.425,1,0.0348,0.768,0.0,0.0828,0.376,69.601,131227,4,51.28333,6,1,1960
2755,0.652,0.671,0,-14.475,1,0.0569,0.61,0.0,0.212,0.889,89.509,154973,4,56.65282,5,1,1960
2756,0.726,0.774,11,-5.208,1,0.0314,0.309,0.0,0.118,0.929,75.295,146827,4,19.12513,9,1,1960
2757,0.466,0.161,5,-15.248,1,0.0322,0.948,0.00311,0.344,0.688,99.941,147533,4,53.063,8,0,1960
2758,0.502,0.661,2,-8.645,1,0.04,0.476,1.96e-05,0.0296,0.853,146.851,182373,4,40.45402,8,1,1960
2759,0.418,0.118,3,-17.912,1,0.0491,0.987,1.8e-06,0.134,0.354,107.93,137173,4,23.34492,7,0,1960
2760,0.332,0.0941,9,-20.857,0,0.0499,0.993,3.73e-06,0.112,0.179,120.085,192827,4,28.54843,12,0,1960
2761,0.457,0.498,1,-9.233,1,0.0328,0.878,0.000274,0.102,0.557,82.235,184027,3,33.09581,11,1,1960
2762,0.491,0.767,4,-6.444,1,0.262,0.774,0.0,0.362,0.709,184.029,137000,4,23.1532,9,1,1960
2763,0.659,0.666,0,-12.526,1,0.0638,0.106,0.000513,0.219,0.484,88.411,241467,4,23.79224,10,0,1960
2764,0.0766,0.0289,6,-24.189,1,0.0442,0.977,0.91,0.184,0.0346,177.179,231640,4,32.21435,10,0,1960
2765,0.492,0.902,0,-5.079,1,0.0857,0.189,0.0,0.341,0.693,126.163,200627,4,30.88969,12,1,1960
2766,0.527,0.522,0,-10.614,1,0.0259,0.717,0.000595,0.142,0.73,85.155,305973,4,34.19988,13,1,1960
2767,0.488,0.123,5,-18.618,1,0.0371,0.896,0.0547,0.091,0.226,120.402,372307,4,26.12519,14,0,1960
2768,0.677,0.548,2,-11.721,1,0.0302,0.445,0.000246,0.157,0.919,127.242,153960,4,57.82441,5,0,1960
2769,0.655,0.8,6,-8.375,1,0.029,0.0892,0.0,0.491,0.695,111.195,181840,4,25.24946,10,1,1960
2770,0.742,0.511,2,-10.683,1,0.0287,0.419,2.55e-06,0.118,0.953,116.374,168133,4,29.75556,9,1,1960
2771,0.537,0.511,8,-9.377,1,0.0313,0.673,7.02e-05,0.15,0.702,110.62,101669,4,54.12516,4,0,1960
2772,0.169,0.0866,3,-30.763,1,0.0474,0.859,0.96,0.0998,0.124,172.676,190867,3,36.72015,11,0,1960
2773,0.445,0.326,8,-14.189,0,0.0317,0.781,0.0,0.216,0.577,141.427,138067,4,26.97067,8,1,1960
2774,0.735,0.724,10,-7.91,1,0.0494,0.686,3.35e-05,0.126,0.96,130.355,165933,4,45.91286,9,1,1960
2775,0.657,0.686,1,-6.851,1,0.0283,0.134,0.0,0.468,0.883,123.779,169200,4,55.06047,7,1,1960
2776,0.188,0.206,9,-17.323,0,0.0383,0.921,0.647,0.297,0.114,89.85,110800,3,26.19799,7,0,1960
2777,0.498,0.648,9,-6.355,0,0.0339,0.596,0.0,0.094,0.904,130.014,146067,4,58.74726,7,1,1960
2778,0.505,0.221,4,-12.462,1,0.0522,0.77,1.4e-05,0.14,0.307,72.651,198533,3,30.52489,10,1,1960
2779,0.668,0.813,5,-8.747,0,0.0315,0.481,0.453,0.291,0.927,108.524,314752,4,28.59238,16,0,1960
2780,0.553,0.538,0,-14.275,1,0.0438,0.251,3.74e-06,0.044,0.753,126.312,106160,4,26.69346,7,1,1960
2781,0.618,0.704,4,-4.686,1,0.0321,0.159,0.000262,0.358,0.741,124.218,165744,4,38.56575,8,1,1960
2782,0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.816,196.494,150907,4,35.12848,8,1,1960
2783,0.15,0.0116,0,-30.681,1,0.0496,0.946,0.952,0.107,0.0386,105.51,220133,4,28.56954,12,0,1960
2784,0.559,0.601,3,-9.528,1,0.0464,0.26,0.0121,0.122,0.604,114.08,126133,4,31.4847,7,1,1960
2785,0.363,0.593,7,-8.661,1,0.0376,0.0637,0.0,0.146,0.839,203.772,172880,4,26.86814,10,1,1960
2786,0.312,0.335,0,-11.944,1,0.0298,0.849,1.34e-05,0.269,0.17,90.864,156000,3,34.73035,7,1,1960
2787,0.72,0.0878,1,-22.865,1,0.879,0.901,6.69e-05,0.168,0.603,101.913,166507,4,73.08403,5,0,1960
2788,0.318,0.192,2,-20.172,1,0.0568,0.994,3.31e-06,0.119,0.311,108.584,180227,4,40.65672,9,0,1960
2789,0.615,0.319,4,-9.178,0,0.0376,0.639,0.0,0.142,0.828,90.998,86760,4,22.63337,5,0,1960
2790,0.568,0.832,5,-9.929,1,0.708,0.897,0.0,0.783,0.366,121.684,115537,4,37.27987,7,0,1960
2791,0.448,0.17,10,-18.204,1,0.0298,0.679,0.0,0.092,0.328,109.679,117533,4,25.65081,5,0,1960
2792,0.346,0.797,4,-7.805,1,0.0888,0.0399,2.17e-05,0.0728,0.196,130.91,248619,4,26.04879,15,1,1960
2793,0.77,0.831,4,-3.485,1,0.221,0.807,0.0,0.323,0.841,138.344,157787,4,31.08779,6,1,1960
2794,0.63,0.666,6,-5.444,1,0.051,0.629,0.0,0.897,0.873,143.998,132947,4,20.93905,7,1,1960
2795,0.613,0.0886,1,-21.526,1,0.948,0.817,0.0,0.27,0.283,174.5,90432,5,49.60616,4,0,1960
2796,0.457,0.79,2,-5.201,1,0.0368,0.259,0.00275,0.126,0.84,123.401,234000,4,23.71306,9,0,1960
2797,0.157,0.183,9,-14.968,0,0.0318,0.16,0.00518,0.156,0.0358,83.677,201533,4,29.34494,9,0,1960
2798,0.266,0.538,9,-13.375,1,0.0319,0.316,0.884,0.506,0.796,187.825,203627,4,28.77286,13,0,1960
2799,0.462,0.456,3,-9.026,1,0.0285,0.0647,0.0,0.161,0.33,140.07,153800,4,28.40982,7,1,1960
2800,0.414,0.501,3,-9.105,0,0.0443,0.253,0.0,0.353,0.452,95.837,258733,4,27.76456,12,1,1960
2801,0.803,0.504,4,-14.132,0,0.0454,0.159,0.955,0.103,0.735,112.416,131587,4,37.04649,6,0,1960
2802,0.295,0.0453,9,-23.785,1,0.0334,0.949,0.000303,0.102,0.115,88.544,137760,4,35.31902,6,0,1960
2803,0.454,0.561,11,-11.527,0,0.0789,0.102,0.352,0.262,0.718,115.354,471813,4,32.55117,20,0,1960
2804,0.323,0.4,5,-12.727,1,0.0408,0.527,2.42e-05,0.0959,0.462,124.506,159107,4,45.22849,7,1,1960
2805,0.734,0.519,2,-14.332,1,0.0354,0.139,0.00486,0.695,0.926,125.973,303467,4,27.90028,15,1,1960
2806,0.708,0.281,1,-15.256,1,0.0342,0.837,0.000587,0.145,0.623,116.945,225667,4,19.91202,12,0,1960
2807,0.272,0.369,5,-11.288,1,0.0425,0.78,0.862,0.117,0.0394,117.412,115413,4,28.61812,6,0,1960
2808,0.593,0.205,8,-18.641,1,0.115,0.794,4.61e-05,0.132,0.577,61.579,407520,4,21.33128,16,0,1960
2809,0.47,0.542,5,-10.078,0,0.0994,0.818,0.0,0.0959,0.829,87.971,168293,4,51.85691,7,0,1960
2810,0.544,0.538,9,-12.058,1,0.035,0.194,0.000142,0.392,0.947,136.92,123667,4,37.73994,7,1,1960
2811,0.609,0.535,9,-8.913,0,0.0519,0.357,7.27e-06,0.124,0.681,84.982,131440,4,57.30981,6,0,1960
2812,0.624,0.604,6,-5.576,1,0.0287,0.604,3.36e-06,0.277,0.765,121.257,145213,4,31.3202,8,1,1960
2813,0.476,0.684,2,-8.251,1,0.0364,0.0654,9.83e-06,0.306,0.491,126.828,184533,4,35.72668,9,1,1960
2814,0.596,0.679,2,-9.077,1,0.038,0.206,0.0,0.19,0.85,128.832,148760,4,28.81364,10,1,1960
2815,0.328,0.218,2,-15.024,1,0.0373,0.812,0.805,0.0862,0.338,138.631,106947,4,61.74792,5,0,1960
2816,0.344,0.677,0,-7.737,1,0.0314,0.799,0.88,0.325,0.65,102.442,116613,4,57.25772,5,0,1960
2817,0.473,0.739,5,-3.2,1,0.186,0.873,0.00329,0.51,0.945,117.351,275122,4,39.07956,14,0,1960
2818,0.261,0.297,6,-15.19,1,0.083,0.967,0.00668,0.157,0.282,175.286,181733,3,43.27304,8,0,1960
2819,0.255,0.283,8,-9.941,1,0.0294,0.848,2.62e-06,0.0822,0.142,85.574,126347,3,41.1792,6,1,1960
2820,0.667,0.678,5,-8.18,1,0.0264,0.164,9.32e-05,0.118,0.92,110.444,175533,4,36.73965,7,1,1960
2821,0.505,0.574,5,-7.024,0,0.0291,0.538,0.0,0.474,0.574,99.56,157653,4,21.00599,9,1,1960
2822,0.687,0.85,4,-9.801,1,0.0385,0.276,1.27e-06,0.73,0.758,134.092,232313,4,64.91513,11,1,1960
2823,0.417,0.279,7,-11.577,1,0.0287,0.722,0.0,0.407,0.453,79.964,164227,3,36.51703,8,1,1960
2824,0.448,0.495,3,-14.455,1,0.0369,0.821,0.00218,0.186,0.783,108.998,155533,3,40.13767,8,1,1960
2825,0.502,0.528,7,-7.947,1,0.0328,0.129,0.0,0.0334,0.843,127.811,138907,4,31.42169,8,1,1960
2826,0.325,0.394,7,-12.503,1,0.0309,0.346,0.000143,0.423,0.408,90.266,198173,4,60.09047,9,0,1960
2827,0.696,0.691,9,-11.702,1,0.0382,0.6,0.0,0.149,0.969,139.508,141773,4,33.95253,6,1,1960
2828,0.175,0.0319,9,-29.846,1,0.0479,0.98,0.906,0.0843,0.0378,123.15,152831,4,27.09315,7,0,1960
2829,0.336,0.313,0,-11.763,1,0.0282,0.704,0.000162,0.265,0.43,80.685,149880,4,22.02268,8,1,1960
2830,0.798,0.676,5,-8.707,1,0.0487,0.579,0.0,0.114,0.939,123.269,166467,4,42.33381,9,1,1960
2831,0.193,0.109,2,-18.646,0,0.05,0.98,0.000986,0.0967,0.0375,63.402,424933,4,39.43026,19,0,1960
2832,0.431,0.27,3,-14.169,1,0.0285,0.827,6.89e-05,0.246,0.56,79.127,213133,4,41.48929,9,1,1960
2833,0.539,0.314,5,-10.329,1,0.0286,0.808,0.0,0.18,0.649,103.846,154600,4,44.90154,9,0,1960
2834,0.276,0.438,10,-11.859,1,0.0382,0.848,0.861,0.0572,0.692,174.267,276507,4,48.08021,12,0,1960
2835,0.65,0.673,4,-11.816,1,0.0446,0.481,1.58e-05,0.11,0.93,150.25,150933,4,23.27881,10,1,1960
2836,0.595,0.541,0,-10.637,1,0.0248,0.226,0.0,0.327,0.701,99.159,191960,4,33.45281,9,1,1960
2837,0.138,0.428,5,-13.387,1,0.0366,0.328,2.18e-06,0.376,0.561,178.607,154067,3,37.62981,6,1,1960
2838,0.64,0.458,1,-8.265,1,0.0293,0.353,0.0,0.13,0.78,104.217,160300,3,24.96753,7,1,1960
2839,0.575,0.606,9,-7.91,1,0.0343,0.119,0.0,0.0576,0.908,136.377,134840,3,25.89173,6,1,1960
2840,0.136,0.0334,3,-27.654,1,0.034,0.763,0.346,0.117,0.128,71.917,276627,4,26.9243,14,0,1960
2841,0.43,0.737,4,-7.575,0,0.0473,0.618,0.0,0.333,0.699,92.163,213467,4,45.44376,10,0,1960
2842,0.406,0.338,5,-6.535,1,0.026,0.816,6.86e-06,0.115,0.459,90.318,157267,4,29.2918,9,1,1960
2843,0.473,0.602,7,-9.561,1,0.0669,0.149,5.4e-05,0.213,0.897,146.514,114733,4,42.72671,6,1,1960
2844,0.349,0.123,0,-19.248,1,0.1,0.91,3.52e-05,0.133,0.157,76.24,268907,3,48.43741,11,0,1960
2845,0.414,0.426,10,-12.563,1,0.0381,0.198,2.38e-06,0.0753,0.676,164.551,146533,4,60.07652,7,1,1960
2846,0.355,0.0652,9,-22.079,0,0.0771,0.93,0.206,0.0656,0.0498,120.015,169533,4,25.35749,8,0,1960
2847,0.179,0.564,7,-13.317,0,0.0421,0.534,0.872,0.0798,0.294,130.176,134987,4,19.55025,8,0,1960
2848,0.297,0.323,0,-13.847,1,0.0395,0.925,0.9,0.313,0.278,141.199,189893,3,31.46519,11,0,1960
2849,0.326,0.457,4,-8.162,0,0.0287,0.555,2.05e-06,0.389,0.378,89.877,148213,4,35.07673,9,0,1960
2850,0.459,0.769,1,-16.335,1,0.0989,0.157,0.535,0.136,0.111,151.119,116784,4,18.51402,6,0,1960
2851,0.444,0.634,9,-9.281,1,0.0335,0.0212,0.0,0.231,0.581,122.787,109933,4,41.71871,5,1,1960
2852,0.65,0.413,2,-9.989,1,0.0358,0.628,0.000163,0.52,0.638,106.098,139547,4,41.20416,7,1,1960
2853,0.236,0.0965,2,-25.503,0,0.0524,0.966,0.976,0.134,0.0736,66.73,207107,4,32.32019,12,0,1960
2854,0.617,0.494,0,-13.96,1,0.0325,0.637,0.0,0.0857,0.92,92.474,143387,4,33.90092,8,1,1960
2855,0.379,0.76,2,-9.678,0,0.0528,0.406,0.613,0.582,0.83,104.152,193467,4,20.49666,8,0,1960
2856,0.441,0.389,0,-11.956,1,0.054,0.992,0.916,0.0714,0.814,85.193,153827,4,41.67376,6,0,1960
2857,0.683,0.734,8,-7.05,1,0.0505,0.727,0.0,0.475,0.816,121.601,153560,4,58.86887,7,1,1960
2858,0.431,0.638,11,-4.78,0,0.0253,0.0731,0.0214,0.188,0.45,92.388,153800,3,29.58534,8,0,1960
2859,0.265,0.241,7,-14.257,1,0.0287,0.87,0.000389,0.108,0.231,94.416,168067,3,45.86949,9,1,1960
2860,0.66,0.606,0,-6.143,0,0.0385,0.722,8.82e-06,0.272,0.941,88.615,218907,4,87.15553,7,0,1960
2861,0.409,0.476,2,-7.898,1,0.0291,0.466,1.74e-06,0.0985,0.439,108.929,158547,4,39.67383,8,1,1960
2862,0.65,0.216,6,-20.08,1,0.0334,0.416,0.0112,0.142,0.611,137.933,155667,4,38.13803,9,0,1960
2863,0.267,0.0927,5,-15.469,0,0.0344,0.941,9.88e-05,0.159,0.09,87.961,163400,3,34.06806,9,1,1960
2864,0.524,0.163,4,-14.022,1,0.0572,0.935,0.0,0.0871,0.369,106.829,223307,4,25.58826,12,0,1960
2865,0.549,0.706,11,-10.06,1,0.0341,0.747,0.00889,0.142,0.975,135.905,139546,4,34.89173,6,1,1960
2866,0.646,0.546,0,-14.012,1,0.0321,0.492,0.316,0.227,0.796,97.946,201773,4,61.28986,6,1,1960
2867,0.721,0.411,10,-15.319,0,0.0455,0.373,2.98e-05,0.175,0.688,134.393,136932,4,23.81888,7,1,1960
2868,0.678,0.551,2,-7.472,1,0.0345,0.395,0.0976,0.106,0.818,99.473,303653,4,29.92134,13,0,1960
2869,0.685,0.521,0,-7.733,1,0.0696,0.98,0.000195,0.119,0.887,88.72,179773,4,52.70737,9,0,1960
2870,0.329,0.792,0,-8.956,1,0.059,0.0281,0.791,0.304,0.845,130.876,387280,4,31.8828,17,0,1960
2871,0.467,0.886,5,-5.096,1,0.0668,0.608,0.0,0.377,0.96,99.212,129485,4,47.37307,6,0,1960
2872,0.314,0.549,2,-11.19,1,0.03,0.143,0.0,0.48,0.549,84.074,144840,4,52.60996,8,1,1960
2873,0.654,0.539,0,-7.825,1,0.0274,0.748,0.0,0.168,0.849,88.978,165920,4,36.55235,9,1,1960
2874,0.452,0.435,8,-6.225,1,0.0294,0.832,1.59e-06,0.0859,0.351,97.114,157480,3,68.83299,8,1,1960
2875,0.332,0.417,8,-6.531,1,0.0339,0.88,0.0,0.355,0.159,111.612,182813,3,93.22602,7,1,1960
2876,0.736,0.472,2,-6.537,1,0.0322,0.263,0.0,0.0722,0.742,119.944,192907,4,49.83872,9,1,1960
2877,0.312,0.341,0,-11.294,0,0.0323,0.608,0.0,0.115,0.484,166.729,222947,3,35.03338,14,1,1960
2878,0.675,0.671,3,-11.626,1,0.0471,0.394,0.941,0.114,0.966,148.156,134200,4,57.07962,6,1,1960
2879,0.356,0.277,4,-11.081,1,0.0316,0.886,0.0,0.298,0.375,102.101,168907,4,28.33057,9,1,1960
2880,0.549,0.654,0,-4.304,1,0.0482,0.592,3.01e-05,0.462,0.584,67.143,125840,4,47.38525,6,1,1960
2881,0.702,0.772,9,-9.677,1,0.0277,0.0312,0.00837,0.0809,0.973,141.694,154120,4,35.65069,8,1,1960
2882,0.355,0.0435,5,-29.002,1,0.0592,0.995,0.859,0.0976,0.0453,74.107,272627,4,64.79909,12,0,1960
2883,0.741,0.838,7,-5.887,1,0.0307,0.764,0.0,0.0846,0.993,131.868,119773,4,40.62703,6,0,1960
2884,0.151,0.224,2,-15.109,0,0.0313,0.88,0.403,0.193,0.0401,95.81,122420,4,22.42077,3,0,1960
2885,0.563,0.776,9,-9.391,1,0.0414,0.18,0.0,0.618,0.826,81.129,179693,4,32.9518,8,1,1960
2886,0.532,0.534,8,-12.42,1,0.0368,0.75,0.0742,0.335,0.796,129.979,144051,4,33.88856,7,0,1960
