,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,decade
693,0.545,0.397,7,-10.606,1,0.026,0.553,1.03e-05,0.224,0.769,96.133,224547,4,21.31104,11,1,60
694,0.476,0.177,9,-15.941,1,0.0471,0.943,4.48e-05,0.114,0.271,112.231,168600,4,38.11556,9,1,60
695,0.505,0.219,5,-12.005,1,0.0253,0.985,0.0,0.12,0.481,94.551,138840,3,88.29714,4,1,60
696,0.492,0.32,4,-12.52,1,0.0368,0.711,0.0,0.0891,0.432,113.17,149397,4,37.23709,7,1,60
697,0.413,0.698,5,-7.811,0,0.0405,0.681,0.394,0.0578,0.749,143.575,231200,4,34.81319,12,0,60
698,0.579,0.535,7,-10.483,1,0.101,0.0466,0.00653,0.141,0.571,77.482,254893,4,98.35036,9,0,60
699,0.519,0.545,0,-9.557,1,0.0353,0.246,0.0,0.258,0.669,97.299,179069,3,21.39164,10,1,60
700,0.573,0.431,0,-6.962,1,0.0292,0.938,0.00995,0.17,0.722,174.662,141747,3,25.30408,8,1,60
701,0.631,0.637,5,-11.966,1,0.033,0.388,0.795,0.0506,0.963,125.394,171307,4,35.21217,10,0,60
702,0.207,0.369,5,-12.315,0,0.0352,0.969,0.979,0.077,0.0402,90.183,135200,4,31.28669,6,0,60
703,0.742,0.529,7,-7.622,1,0.128,0.73,1.61e-06,0.111,0.823,102.307,151867,4,17.38733,9,0,60
704,0.705,0.701,2,-7.112,1,0.034,0.293,0.0,0.0961,0.969,124.294,202040,4,58.50409,10,0,60
705,0.743,0.585,3,-9.699,1,0.0393,0.775,0.0,0.036,0.959,139.955,139813,4,50.34961,7,1,60
706,0.51,0.588,4,-10.54,1,0.0392,0.124,0.0,0.0584,0.965,111.519,126827,4,55.88169,5,1,60
707,0.635,0.678,11,-6.262,1,0.0384,0.211,0.000406,0.112,0.707,81.411,145467,4,72.04181,7,1,60
708,0.55,0.442,11,-6.622,0,0.0267,0.812,0.000143,0.321,0.608,92.555,184920,4,59.50855,8,0,60
709,0.349,0.0297,5,-23.825,1,0.0585,0.985,0.0,0.0885,0.0677,108.148,170533,5,27.71591,8,0,60
710,0.624,0.746,10,-6.472,0,0.0721,0.756,1.43e-05,0.0677,0.725,123.656,156386,4,72.40863,7,0,60
711,0.492,0.483,0,-13.851,1,0.197,0.595,5.6e-06,0.0454,0.901,211.206,158093,4,44.81258,7,1,60
712,0.487,0.522,7,-10.055,1,0.0357,0.839,6.95e-05,0.0924,0.607,89.88,290333,3,33.99944,16,0,60
713,0.422,0.198,2,-14.757,1,0.0291,0.858,0.0,0.101,0.312,99.523,209493,4,20.96104,15,0,60
714,0.387,0.461,8,-9.585,1,0.0492,0.558,0.0,0.0534,0.56,165.354,156572,4,24.56739,8,1,60
715,0.539,0.273,8,-11.254,1,0.0297,0.675,4.4e-05,0.264,0.467,114.433,142067,4,41.43258,8,1,60
716,0.147,0.026,10,-24.438,0,0.0345,0.798,0.905,0.332,0.0383,138.32,137667,5,55.88837,7,0,60
717,0.565,0.41,0,-10.315,1,0.0386,0.499,0.0,0.664,0.827,182.164,164267,4,26.77271,8,1,60
718,0.369,0.566,0,-8.904,0,0.0406,0.168,0.000947,0.0909,0.651,99.718,390907,4,45.43423,15,0,60
719,0.598,0.332,0,-15.576,1,0.088,0.277,0.00083,0.206,0.521,100.132,168267,3,53.83472,8,0,60
720,0.692,0.811,0,-5.501,1,0.041,0.881,0.000475,0.318,0.965,124.259,124653,4,30.8118,6,1,60
721,0.245,0.293,4,-10.361,1,0.0303,0.817,0.0,0.177,0.344,168.984,161373,3,30.66312,10,1,60
722,0.486,0.332,2,-12.197,1,0.334,0.968,7.74e-06,0.127,0.462,169.895,68640,5,0.0,2,0,60
723,0.243,0.336,10,-12.086,0,0.0325,0.498,0.000659,0.103,0.237,170.035,136507,4,17.22398,9,0,60
724,0.439,0.814,8,-10.481,0,0.0614,0.772,0.00705,0.0799,0.57,170.928,305589,4,33.48983,14,0,60
725,0.6,0.784,9,-9.256,1,0.307,0.578,8.27e-06,0.655,0.877,94.648,148680,4,55.43672,7,1,60
726,0.312,0.341,0,-11.294,0,0.0323,0.608,0.0,0.115,0.484,166.729,222947,3,35.03338,14,1,60
727,0.527,0.522,0,-10.614,1,0.0259,0.717,0.000595,0.142,0.73,85.155,305973,4,34.19988,13,1,60
728,0.709,0.323,0,-13.162,1,0.0336,0.767,0.000293,0.192,0.696,125.822,122227,4,21.35123,7,1,60
729,0.65,0.413,2,-9.989,1,0.0358,0.628,0.000163,0.52,0.638,106.098,139547,4,41.20416,7,1,60
730,0.312,0.448,7,-11.889,0,0.0566,0.606,0.00103,0.33,0.663,166.848,140387,3,25.11765,7,0,60
731,0.285,0.293,9,-13.471,1,0.0353,0.725,0.0163,0.333,0.385,133.974,197867,3,43.23649,10,0,60
732,0.379,0.0576,0,-24.734,1,0.0354,0.928,0.112,0.106,0.125,94.717,152307,4,68.09121,6,0,60
733,0.489,0.762,1,-9.692,1,0.12,0.037,2.92e-06,0.254,0.865,79.942,148860,4,63.98863,7,1,60
734,0.462,0.29,9,-12.225,1,0.0467,0.799,0.0,0.123,0.481,175.935,154613,3,33.19642,8,1,60
735,0.701,0.0814,11,-19.903,0,0.891,0.792,0.0,0.255,0.211,134.608,80678,4,35.1815,5,0,60
736,0.238,0.273,1,-15.423,0,0.0677,0.947,0.00226,0.055,0.0708,96.258,630800,5,16.71288,30,0,60
737,0.621,0.257,11,-12.525,0,0.0268,0.873,0.00104,0.0951,0.499,94.706,189373,4,18.75971,9,0,60
738,0.583,0.528,7,-5.501,1,0.0265,0.71,0.0,0.203,0.629,97.049,150373,4,69.22347,6,1,60
739,0.647,0.435,2,-11.186,1,0.0376,0.262,0.0,0.249,0.941,132.401,180333,4,57.64618,8,1,60
740,0.7,0.259,10,-16.183,1,0.0495,0.791,2.06e-05,0.0996,0.791,114.17,231213,4,53.37858,10,0,60
741,0.459,0.542,9,-12.827,1,0.0504,0.435,0.0,0.0412,0.458,133.055,158827,4,37.11365,10,0,60
742,0.772,0.4,10,-12.464,1,0.0348,0.671,0.0142,0.0821,0.673,134.239,142867,4,17.91839,8,1,60
743,0.483,0.524,0,-8.692,1,0.0301,0.304,6.26e-05,0.454,0.585,134.167,164067,1,31.43138,10,1,60
744,0.673,0.423,11,-15.05,1,0.0925,0.816,3.36e-05,0.193,0.741,115.39,280013,4,45.18894,13,0,60
745,0.504,0.175,4,-16.623,0,0.0408,0.851,0.0,0.138,0.673,78.143,150280,4,23.98373,7,0,60
746,0.52,0.679,3,-5.888,1,0.0259,0.13,1.74e-06,0.0556,0.92,100.974,174627,4,15.87509,8,1,60
747,0.375,0.885,0,-6.756,1,0.0725,0.0626,0.00143,0.267,0.349,99.531,392173,4,19.56054,11,0,60
748,0.559,0.181,4,-15.169,1,0.0277,0.328,2.73e-06,0.17,0.409,73.569,167067,4,31.13295,7,1,60
749,0.371,0.347,7,-11.971,0,0.0295,0.613,0.000362,0.0891,0.7,70.846,138520,4,91.68808,4,1,60
750,0.545,0.709,1,-8.368,0,0.206,0.169,7.52e-05,0.319,0.637,102.604,156800,4,52.49781,7,0,60
751,0.577,0.487,5,-10.148,1,0.0343,0.694,0.928,0.189,0.903,104.754,140360,4,89.56313,6,0,60
752,0.546,0.538,9,-6.079,1,0.0284,0.624,0.0,0.109,0.832,142.592,147000,4,27.58771,9,1,60
753,0.358,0.373,3,-9.145,1,0.0347,0.686,0.0,0.358,0.642,181.88,185600,3,50.22527,7,1,60
754,0.612,0.374,8,-11.983,1,0.0919,0.798,0.0132,0.0829,0.612,117.251,687133,4,29.03733,25,0,60
755,0.344,0.12,9,-22.034,1,0.0714,0.965,0.00115,0.236,0.32,180.219,304933,5,32.64023,13,0,60
756,0.407,0.679,4,-9.465,0,0.0359,0.238,0.929,0.814,0.855,149.195,128973,4,62.34083,7,1,60
757,0.673,0.866,10,-8.34,1,0.0391,0.695,0.000231,0.328,0.839,93.224,143000,4,47.79761,7,1,60
758,0.861,0.495,0,-8.95,1,0.0314,0.594,0.0,0.173,0.815,111.251,169067,3,26.72401,12,0,60
759,0.502,0.628,2,-10.247,1,0.0321,0.657,0.0,0.0982,0.886,143.05,113333,4,80.86097,4,0,60
760,0.429,0.208,2,-16.07,1,0.0301,0.891,4.67e-05,0.158,0.485,107.618,192893,3,46.69242,10,1,60
761,0.375,0.669,0,-7.424,1,0.0435,0.692,0.0,0.263,0.698,103.769,124333,4,33.81141,6,1,60
762,0.46,0.402,5,-10.538,0,0.034,0.736,0.379,0.535,0.496,133.781,319400,4,35.88632,16,0,60
763,0.508,0.487,1,-9.463,1,0.0427,0.445,0.458,0.318,0.75,113.826,184733,4,18.4941,11,0,60
764,0.649,0.221,0,-17.146,0,0.0453,0.503,0.00363,0.0938,0.536,113.106,139400,4,29.0358,8,0,60
765,0.529,0.265,0,-11.117,1,0.0262,0.668,0.0,0.109,0.508,75.134,139773,4,36.67137,6,1,60
766,0.299,0.0587,5,-19.532,1,0.0347,0.948,0.601,0.111,0.142,107.444,592867,4,41.79103,24,0,60
767,0.73,0.715,6,-17.952,1,0.0374,0.0277,0.899,0.0401,0.547,99.737,140400,4,30.15525,5,1,60
768,0.355,0.404,7,-10.12,1,0.029,0.857,1.43e-06,0.354,0.501,75.124,141920,4,29.15655,7,1,60
769,0.145,0.248,0,-16.168,1,0.0361,0.952,0.151,0.155,0.0456,78.768,269013,3,28.89719,16,0,60
770,0.63,0.666,6,-5.444,1,0.051,0.629,0.0,0.897,0.873,143.998,132947,4,20.93905,7,1,60
771,0.754,0.442,3,-15.178,1,0.0403,0.324,0.0,0.0634,0.971,118.641,172067,4,21.57595,7,1,60
772,0.25,0.102,9,-21.45,0,0.0348,0.975,0.896,0.0969,0.158,87.809,124867,3,15.90411,8,0,60
773,0.308,0.679,2,-4.926,1,0.0472,0.48,4.24e-05,0.105,0.332,126.995,198587,4,24.88498,11,0,60
774,0.526,0.43,0,-5.717,1,0.0255,0.741,0.000155,0.171,0.584,95.865,206387,4,33.97414,10,0,60
775,0.274,0.409,1,-14.288,1,0.0369,0.5,4.33e-05,0.147,0.136,152.189,253467,3,28.26537,10,0,60
776,0.389,0.565,9,-8.355,1,0.0373,0.608,0.000159,0.185,0.559,112.199,174521,4,18.23211,11,1,60
777,0.677,0.795,1,-7.845,1,0.0525,0.151,0.0157,0.138,0.791,117.415,175840,4,49.65491,9,1,60
778,0.437,0.644,7,-9.86,0,0.0479,0.15,0.0807,0.125,0.818,176.53,241267,4,75.45164,8,1,60
779,0.532,0.556,8,-8.077,1,0.0635,0.659,0.0,0.315,0.766,116.694,156587,3,41.37161,7,0,60
780,0.321,0.532,7,-8.865,1,0.0346,0.101,0.751,0.107,0.686,118.986,122400,4,54.82686,5,0,60
781,0.557,0.448,9,-12.227,1,0.0308,0.2,0.0,0.175,0.733,93.658,206227,4,32.0249,11,1,60
782,0.264,0.189,0,-13.093,1,0.0306,0.847,0.425,0.114,0.111,79.022,215240,3,25.82575,10,1,60
783,0.292,0.371,0,-8.204,1,0.0324,0.445,0.0,0.319,0.369,178.977,117133,3,48.68178,6,1,60
784,0.895,0.608,0,-7.224,1,0.0391,0.558,0.14,0.0659,0.96,117.705,154427,4,39.52569,10,1,60
785,0.593,0.867,7,-8.257,1,0.0415,0.45,0.965,0.447,0.666,98.475,122133,4,42.97326,6,1,60
786,0.487,0.677,0,-8.743,1,0.0375,0.755,0.0,0.291,0.632,106.139,187653,4,38.40131,8,1,60
787,0.447,0.627,7,-5.196,1,0.0283,0.512,0.000251,0.072,0.874,77.795,195413,3,36.18872,8,0,60
788,0.272,0.322,2,-10.069,1,0.0277,0.916,2.18e-06,0.163,0.205,87.57,157573,3,63.87496,6,1,60
789,0.696,0.825,1,-3.357,1,0.0435,0.632,0.0038,0.0758,0.93,123.637,160400,4,21.71769,8,1,60
790,0.697,0.868,9,-7.655,0,0.0353,0.528,0.0,0.316,0.983,98.888,127720,4,23.64667,8,0,60
791,0.705,0.0955,6,-19.341,1,0.914,0.776,0.0,0.333,0.294,132.717,35518,3,4.1643,3,0,60
792,0.633,0.611,4,-8.583,0,0.0451,0.495,0.0,0.41,0.796,110.409,139333,4,35.07904,9,1,60
793,0.29,0.568,2,-10.299,1,0.0385,0.412,6.35e-06,0.596,0.532,138.893,131733,4,20.90842,7,1,60
794,0.675,0.277,0,-16.702,1,0.24,0.378,3.22e-06,0.643,0.422,115.087,531640,4,35.43861,17,1,60
795,0.36,0.838,5,-4.208,1,0.0395,0.521,0.0,0.861,0.868,144.78,151693,4,34.32434,10,1,60
796,0.422,0.59,1,-8.216,1,0.0759,0.723,0.0,0.175,0.553,75.714,131867,4,30.28962,7,0,60
797,0.532,0.457,7,-12.014,1,0.0444,0.714,0.00113,0.766,0.903,117.945,160107,4,32.71713,10,1,60
798,0.366,0.515,9,-11.451,1,0.0335,0.106,0.0,0.152,0.628,142.493,210467,4,52.6549,12,0,60
799,0.594,0.534,4,-12.72,0,0.0455,0.0403,0.843,0.128,0.694,130.658,162173,4,57.41899,8,0,60
800,0.533,0.00804,2,-29.698,1,0.0535,0.996,0.902,0.122,0.504,140.34,86524,4,24.32886,5,0,60
801,0.36,0.762,5,-4.522,1,0.049,0.214,0.0,0.161,0.953,102.757,130205,4,50.52191,7,0,60
802,0.319,0.525,3,-8.35,1,0.0286,0.515,0.0,0.167,0.445,86.42,174707,3,59.00066,7,1,60
803,0.706,0.0935,10,-20.245,1,0.753,0.984,0.000195,0.44,0.336,126.49,435760,3,67.8645,19,0,60
804,0.629,0.513,9,-8.657,1,0.0337,0.756,1.95e-06,0.326,0.703,82.716,144200,4,37.84356,9,1,60
805,0.669,0.665,0,-5.686,1,0.0671,0.146,0.0,0.193,0.681,125.491,180227,4,43.22732,11,1,60
806,0.715,0.739,9,-9.675,1,0.0475,0.8,0.000817,0.301,0.96,119.624,129000,4,46.04421,7,1,60
807,0.394,0.536,10,-10.762,1,0.0572,0.749,0.0,0.244,0.382,134.67,175800,4,38.96653,10,1,60
808,0.777,0.68,8,-10.698,1,0.151,0.231,0.0,0.129,0.97,91.558,143867,4,46.27447,5,0,60
809,0.414,0.489,0,-10.996,1,0.0356,0.596,0.000171,0.195,0.532,91.351,228333,3,17.16817,10,1,60
810,0.493,0.271,4,-17.088,0,0.044,0.628,0.427,0.18,0.191,115.419,182307,4,42.75275,8,0,60
811,0.827,0.362,11,-10.333,0,0.038,0.915,0.2,0.112,0.914,92.117,149267,4,35.63554,9,1,60
812,0.365,0.179,4,-22.325,0,0.0323,0.731,0.457,0.118,0.305,107.928,130560,3,42.10968,5,0,60
813,0.247,0.0173,7,-29.672,0,0.0477,0.974,0.00486,0.0817,0.0879,74.233,133760,5,21.04922,8,0,60
814,0.459,0.791,5,-4.593,1,0.0446,0.336,0.00269,0.0528,0.781,108.583,174707,4,25.19979,8,0,60
815,0.579,0.119,8,-16.844,1,0.0896,0.95,0.00236,0.118,0.358,104.654,141663,3,32.29031,8,0,60
816,0.519,0.687,0,-13.092,1,0.432,0.657,0.0,0.399,0.836,144.294,164867,4,17.82669,9,1,60
817,0.283,0.254,4,-14.306,0,0.0314,0.142,1.22e-05,0.155,0.309,172.228,208293,4,34.42542,10,1,60
818,0.432,0.378,5,-13.299,1,0.0543,0.969,0.828,0.189,0.2,82.208,162533,4,22.25736,8,0,60
819,0.303,0.777,9,-3.849,1,0.0308,0.00248,0.785,0.0363,0.446,146.847,171373,4,38.3885,9,0,60
820,0.325,0.489,2,-5.469,0,0.0289,0.454,0.0,0.365,0.351,97.772,175867,4,50.01557,8,0,60
821,0.306,0.177,0,-14.528,1,0.0313,0.888,0.0,0.175,0.329,172.519,145160,4,36.58433,8,0,60
822,0.488,0.203,2,-22.788,1,0.0284,0.846,0.902,0.0966,0.331,75.369,218267,4,85.89378,7,0,60
823,0.687,0.35,5,-11.484,1,0.0344,0.623,0.0,0.0861,0.435,119.508,186693,4,21.19011,8,1,60
824,0.659,0.0957,7,-15.826,1,0.0384,0.873,9.08e-06,0.405,0.491,107.004,150360,3,59.05962,7,1,60
825,0.608,0.371,7,-12.878,1,0.0262,0.67,0.0,0.129,0.772,82.857,131307,4,29.95497,6,1,60
826,0.416,0.329,9,-14.984,1,0.0322,0.0487,0.0,0.461,0.421,135.323,183240,4,28.57716,9,1,60
827,0.448,0.0146,3,-28.024,1,0.0691,0.993,0.885,0.0862,0.142,76.4,334760,3,37.9199,16,0,60
828,0.782,0.521,4,-11.705,1,0.0428,0.27,0.0032,0.0608,0.963,99.281,127347,4,27.37276,7,0,60
829,0.293,0.402,10,-10.394,1,0.0313,0.699,0.552,0.135,0.209,95.318,180613,3,36.47334,11,1,60
830,0.409,0.475,0,-9.683,1,0.0298,0.645,0.0,0.173,0.587,94.922,176827,3,24.25348,8,1,60
831,0.428,0.154,5,-15.872,1,0.0314,0.83,2.08e-06,0.107,0.587,132.02,146227,3,39.01884,9,1,60
832,0.191,0.363,7,-13.811,1,0.0333,0.534,0.425,0.295,0.401,91.199,93693,3,50.73239,5,0,60
833,0.579,0.0985,0,-21.786,0,0.127,0.796,0.0,0.11,0.627,123.414,123613,4,24.77307,8,0,60
834,0.642,0.643,8,-9.421,1,0.0601,0.174,0.0181,0.0936,0.492,135.101,72120,3,13.08871,3,0,60
835,0.718,0.387,10,-10.208,1,0.0294,0.358,0.0,0.216,0.718,113.001,137800,4,29.665,7,1,60
836,0.451,0.442,2,-10.517,1,0.0351,0.487,0.000397,0.202,0.515,122.547,134773,4,35.01415,7,1,60
837,0.443,0.317,5,-16.191,0,0.0662,0.947,0.947,0.16,0.163,133.587,154280,4,42.73731,8,0,60
838,0.459,0.542,9,-12.827,1,0.0504,0.435,0.0,0.0412,0.458,133.055,158827,4,37.11365,10,0,60
839,0.428,0.215,5,-10.983,1,0.0409,0.798,0.0,0.181,0.527,83.262,156120,4,35.89528,7,0,60
840,0.678,0.535,1,-12.454,1,0.0329,0.14,2.17e-06,0.0596,0.795,107.041,211667,4,25.45928,11,1,60
841,0.434,0.78,0,-7.826,1,0.163,0.65,0.0,0.0682,0.644,171.94,147653,4,37.75997,7,1,60
842,0.569,0.932,9,-4.149,1,0.153,0.424,0.00198,0.122,0.814,172.249,148307,4,31.82952,8,1,60
843,0.354,0.37,7,-12.657,1,0.0383,0.677,0.00137,0.283,0.557,94.607,158733,4,27.76623,10,0,60
844,0.593,0.552,0,-10.849,1,0.0771,0.403,0.181,0.195,0.683,92.889,220373,4,21.26572,12,1,60
845,0.471,0.689,8,-8.749,1,0.0743,0.544,6.05e-06,0.164,0.655,145.276,183867,4,28.33379,10,1,60
846,0.202,0.0342,5,-24.829,0,0.0984,0.948,0.39,0.161,0.0398,212.9,146467,3,17.35444,7,0,60
847,0.313,0.124,9,-24.559,1,0.0408,0.993,0.923,0.0896,0.524,101.475,461520,4,36.07035,27,0,60
848,0.613,0.0808,0,-24.536,0,0.895,0.792,1.29e-06,0.268,0.588,173.547,58148,3,18.61891,3,0,60
849,0.761,0.605,10,-9.899,1,0.0498,0.209,0.0,0.135,0.941,117.047,168933,4,20.46335,9,1,60
850,0.315,0.25,2,-12.3,1,0.0299,0.967,0.000224,0.197,0.222,99.843,215560,4,64.52802,8,0,60
851,0.355,0.0652,9,-22.079,0,0.0771,0.93,0.206,0.0656,0.0498,120.015,169533,4,25.35749,8,0,60
852,0.275,0.323,4,-11.543,0,0.0307,0.972,0.931,0.129,0.264,107.165,78187,5,20.64057,4,0,60
853,0.536,0.331,4,-11.418,1,0.0326,0.666,0.0,0.115,0.356,101.248,172133,4,32.2604,11,1,60
854,0.268,0.217,0,-13.018,1,0.0341,0.939,0.888,0.242,0.308,90.473,301360,4,49.86646,13,0,60
855,0.577,0.431,7,-13.327,1,0.0304,0.613,0.00937,0.0737,0.608,128.13,175067,4,55.96862,8,1,60
856,0.513,0.462,9,-4.473,0,0.0264,0.771,1.23e-06,0.22,0.366,98.47,175360,4,54.81526,9,0,60
857,0.304,0.417,0,-10.727,1,0.0305,0.703,2.93e-05,0.218,0.367,96.423,197560,4,68.91929,7,0,60
858,0.452,0.644,10,-9.061,1,0.049,0.376,0.0,0.196,0.854,144.995,125160,4,24.49597,8,1,60
859,0.763,0.478,0,-13.924,1,0.0312,0.569,2.79e-06,0.522,0.76,107.979,201467,4,41.02391,9,1,60
860,0.494,0.81,5,-6.734,1,0.0727,0.851,0.733,0.298,0.708,101.853,157680,4,18.4765,9,1,60
861,0.576,0.787,11,-6.792,0,0.0334,0.125,0.0,0.156,0.507,98.713,159053,4,49.26801,7,0,60
862,0.436,0.388,3,-9.445,1,0.0278,0.769,0.0,0.211,0.665,97.715,144660,4,32.76186,9,1,60
863,0.286,0.117,7,-18.711,1,0.0341,0.961,0.831,0.112,0.105,134.549,164167,3,29.86793,9,0,60
864,0.694,0.606,7,-9.548,0,0.0377,0.362,3.96e-05,0.13,0.966,112.296,134920,4,41.97409,6,1,60
865,0.672,0.358,7,-13.223,0,0.0286,0.289,0.00158,0.334,0.608,113.687,154840,4,26.56597,11,1,60
866,0.396,0.338,0,-10.872,1,0.0304,0.198,2.62e-06,0.138,0.377,133.522,182293,4,31.87845,9,1,60
867,0.239,0.618,0,-8.464,1,0.033,0.0305,0.0,0.721,0.683,197.499,164093,4,47.88998,8,1,60
868,0.668,0.702,10,-5.75,1,0.033,0.336,0.0,0.0521,0.754,105.227,183693,4,28.93794,8,1,60
869,0.828,0.349,2,-15.077,1,0.0957,0.964,0.888,0.127,0.281,95.33,52693,4,19.77372,3,0,60
870,0.807,0.381,0,-11.966,0,0.155,0.52,1.24e-05,0.146,0.525,80.197,185213,4,53.70996,8,0,60
871,0.474,0.358,5,-9.626,1,0.0373,0.67,0.0,0.0856,0.417,110.037,132800,4,27.2426,9,0,60
872,0.237,0.377,5,-8.798,1,0.0287,0.902,0.0,0.131,0.479,173.142,184333,3,35.51402,10,1,60
873,0.338,0.0793,2,-22.329,1,0.0553,0.995,0.0,0.0921,0.249,167.64,180627,5,47.23068,10,0,60
874,0.731,0.356,5,-9.261,1,0.031,0.944,2.77e-05,0.109,0.613,123.924,161200,4,26.83418,11,1,60
875,0.507,0.56,1,-8.118,0,0.0473,0.554,0.0,0.0517,0.645,143.259,155960,4,69.27967,8,1,60
876,0.596,0.301,0,-10.662,0,0.0737,0.854,2.43e-06,0.107,0.61,84.094,123333,3,30.474,6,0,60
877,0.373,0.434,0,-14.868,0,0.0476,0.804,0.0315,0.122,0.241,114.923,749067,3,25.21714,30,0,60
878,0.649,0.341,5,-10.018,0,0.0432,0.797,0.304,0.0695,0.457,134.497,393840,4,90.78725,14,0,60
879,0.482,0.287,2,-11.349,0,0.0501,0.859,0.0206,0.0845,0.564,152.711,159787,4,28.52694,11,0,60
880,0.376,0.41,5,-5.655,1,0.0285,0.367,1.7e-05,0.721,0.582,130.334,143307,5,32.96785,9,0,60
881,0.801,0.248,2,-15.871,1,0.0563,0.569,0.0232,0.122,0.578,114.82,113173,4,30.8483,7,1,60
882,0.326,0.0645,8,-17.616,1,0.0484,0.962,0.00285,0.126,0.325,174.874,123107,4,37.55408,7,1,60
883,0.661,0.554,7,-12.241,0,0.0291,0.36,0.782,0.261,0.906,106.894,157773,4,67.48612,7,1,60
884,0.582,0.438,8,-16.499,1,0.0388,0.927,0.762,0.511,0.837,119.192,135736,4,28.32144,9,1,60
885,0.671,0.46,5,-13.482,1,0.0346,0.267,0.366,0.0379,0.812,142.696,176693,4,35.9915,9,1,60
886,0.571,0.32,1,-12.892,1,0.0335,0.838,0.0,0.11,0.582,122.692,152133,4,31.69723,8,1,60
887,0.208,0.102,0,-18.657,0,0.0442,0.747,0.635,0.428,0.189,138.03,66360,4,22.11227,3,0,60
888,0.483,0.431,6,-7.671,1,0.0281,0.728,0.0,0.361,0.413,92.944,143613,4,32.6689,7,1,60
889,0.169,0.0218,2,-23.046,1,0.0454,0.899,0.221,0.311,0.0386,127.397,214560,4,61.82319,7,0,60
890,0.607,0.517,2,-7.566,1,0.032,0.908,0.0,0.158,0.781,109.659,146560,4,38.92356,8,1,60
891,0.157,0.183,9,-14.968,0,0.0318,0.16,0.00518,0.156,0.0358,83.677,201533,4,29.34494,9,0,60
892,0.318,0.406,5,-7.866,1,0.0313,0.789,0.0,0.59,0.524,90.99,193733,4,37.04384,9,0,60
893,0.634,0.714,0,-6.534,1,0.0436,0.247,0.0,0.102,0.804,115.622,183173,4,22.99381,9,1,60
894,0.54,0.398,2,-10.46,0,0.0304,0.461,0.0,0.106,0.541,121.586,172434,4,56.13506,8,1,60
895,0.472,0.207,7,-19.238,1,0.0469,0.988,0.868,0.117,0.258,90.381,118760,4,28.31331,7,0,60
896,0.579,0.362,9,-12.442,1,0.0284,0.71,0.00053,0.126,0.401,100.561,156533,4,42.44745,7,1,60
897,0.763,0.125,10,-18.877,0,0.0491,0.518,0.473,0.0848,0.347,125.913,166573,4,26.13839,10,0,60
898,0.529,0.218,7,-16.522,1,0.0435,0.804,0.0,0.117,0.307,101.735,187840,3,33.01843,9,1,60
899,0.612,0.332,0,-12.355,1,0.0395,0.814,0.0,0.169,0.844,141.68,116933,4,48.77738,5,1,60
900,0.724,0.601,11,-10.805,0,0.0634,0.259,0.237,0.111,0.886,113.227,179413,4,90.01244,7,1,60
901,0.609,0.569,9,-6.359,1,0.0371,0.285,0.0,0.0586,0.787,86.583,148320,4,74.59728,5,1,60
902,0.737,0.183,0,-14.932,1,0.0452,0.855,4.98e-05,0.21,0.641,121.596,163293,4,33.10119,10,1,60
903,0.556,0.445,3,-11.477,1,0.0316,0.63,0.0,0.334,0.69,101.803,154267,4,18.00358,6,0,60
904,0.786,0.373,10,-14.547,1,0.0743,0.615,0.0,0.305,0.865,120.807,133800,4,43.27418,8,1,60
905,0.26,0.0875,5,-20.519,0,0.0372,0.227,0.857,0.132,0.032,68.973,165627,3,45.70995,8,0,60
906,0.441,0.277,3,-9.987,0,0.03,0.925,1.47e-05,0.195,0.091,123.25,250627,4,45.50652,12,1,60
907,0.546,0.494,5,-10.083,0,0.0335,0.956,0.257,0.249,0.878,149.13,249520,4,47.88566,10,0,60
908,0.524,0.163,4,-14.022,1,0.0572,0.935,0.0,0.0871,0.369,106.829,223307,4,25.58826,12,0,60
909,0.385,0.339,4,-10.413,1,0.0373,0.809,0.0,0.307,0.278,117.449,252280,3,50.90153,12,1,60
910,0.407,0.549,4,-9.975,0,0.0352,0.689,0.961,0.54,0.525,115.305,176493,4,25.37043,9,1,60
911,0.522,0.324,10,-13.359,1,0.0259,0.875,2.59e-05,0.105,0.33,93.493,159973,3,79.68964,7,1,60
912,0.419,0.294,7,-16.098,1,0.0367,0.55,0.00235,0.114,0.184,124.314,347107,4,34.92803,14,0,60
913,0.203,0.299,10,-13.979,1,0.0313,0.912,0.000128,0.186,0.423,75.574,175227,4,29.82688,8,1,60
914,0.462,0.34,7,-12.05,1,0.0576,0.912,4.34e-05,0.388,0.499,91.858,277760,4,35.65447,9,0,60
915,0.793,0.896,2,-7.727,1,0.0396,0.584,0.0,0.103,0.991,134.597,132853,4,65.81042,6,0,60
916,0.742,0.891,5,-3.399,1,0.0405,0.315,2.15e-06,0.214,0.971,120.823,123440,4,38.43045,7,0,60
917,0.575,0.084,8,-18.057,0,0.115,0.994,0.233,0.143,0.547,145.402,95800,4,18.74773,6,0,60
918,0.326,0.816,8,-14.825,1,0.0527,0.881,0.326,0.185,0.826,147.213,259267,4,25.73316,13,1,60
919,0.597,0.381,1,-17.797,1,0.0377,0.905,0.921,0.234,0.821,129.176,126721,4,40.73595,8,1,60
920,0.48,0.442,7,-9.738,1,0.0377,0.389,0.0,0.135,0.829,161.449,133507,4,34.15319,7,0,60
