,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,target,decade
3620,0.522,0.351,9,-16.182,0,0.0341,0.67,9.01e-05,0.0924,0.56,144.848,190133,3,0,60
3621,0.478,0.122,9,-22.735,0,0.056,0.831,0.714,0.298,0.493,122.146,399933,4,0,60
3622,0.362,0.134,8,-20.24,1,0.0455,0.933,0.00173,0.155,0.11,90.021,228400,3,0,60
3623,0.796,0.425,1,-10.898,1,0.291,0.214,2.59e-06,0.111,0.838,168.459,132693,4,0,60
3624,0.375,0.251,1,-14.582,0,0.0322,0.56,8.15e-05,0.172,0.234,145.881,204653,4,0,60
3625,0.466,0.25,0,-18.466,1,0.0338,0.208,0.676,0.0945,0.713,152.47,168840,4,1,60
3626,0.646,0.562,4,-12.399,1,0.0356,0.0534,8.54e-06,0.0513,0.964,119.329,134893,4,1,60
3627,0.7,0.68,3,-7.422,1,0.0441,0.515,0.0,0.0864,0.973,159.594,137165,4,1,60
3628,0.318,0.216,7,-16.982,1,0.0359,0.955,0.0209,0.156,0.139,62.654,85805,4,0,60
3629,0.16,0.228,7,-15.428,1,0.0407,0.964,0.756,0.126,0.0597,74.911,428747,3,0,60
3630,0.497,0.302,4,-15.742,0,0.0428,0.818,0.516,0.709,0.727,103.316,294640,4,0,60
3631,0.298,0.925,2,-7.089,1,0.0852,0.388,0.679,0.352,0.513,176.103,138493,4,1,60
3632,0.404,0.411,5,-11.508,1,0.0283,0.841,0.0059,0.0948,0.36,110.333,195093,3,1,60
3633,0.194,0.143,9,-19.088,0,0.0374,0.915,0.00139,0.104,0.129,80.719,300280,3,0,60
3634,0.582,0.954,9,-6.122,0,0.215,0.0763,0.833,0.0872,0.632,131.288,344960,4,1,60
3635,0.324,0.628,10,-8.125,1,0.0366,0.832,2.04e-06,0.537,0.924,202.818,155307,4,1,60
3636,0.58,0.337,7,-9.406,0,0.0377,0.792,0.0,0.215,0.421,106.694,209747,4,0,60
3637,0.416,0.353,10,-9.482,1,0.04,0.85,0.000178,0.287,0.665,173.064,166661,3,1,60
3638,0.597,0.771,7,-7.492,1,0.064,0.584,6.39e-05,0.0759,0.955,92.095,151787,4,1,60
3639,0.392,0.542,9,-7.806,1,0.0423,0.171,0.0,0.205,0.701,198.865,133190,3,1,60
3640,0.25,0.904,5,-11.969,1,0.846,0.896,0.604,0.885,0.0375,185.847,197200,3,0,60
3641,0.614,0.311,5,-18.478,0,0.957,0.291,0.0,0.114,0.429,174.625,52667,5,0,60
3642,0.228,0.139,4,-29.219,0,0.0541,0.936,0.93,0.6,0.035,74.807,133613,4,0,60
3643,0.282,0.508,5,-8.136,1,0.0319,0.587,0.528,0.112,0.489,109.795,141627,4,0,60
3644,0.245,0.0431,3,-25.279,1,0.054,0.981,0.00443,0.295,0.0644,88.68,315600,3,0,60
3645,0.369,0.143,5,-17.835,1,0.0293,0.944,0.000308,0.153,0.348,66.234,145707,3,1,60
3646,0.618,0.704,4,-4.686,1,0.0321,0.159,0.000262,0.358,0.741,124.218,165744,4,1,60
3647,0.261,0.448,4,-6.257,0,0.036,0.726,0.0,0.158,0.399,179.765,218267,4,0,60
3648,0.443,0.577,7,-15.158,1,0.049,0.675,0.0,0.364,0.909,133.586,201307,5,0,60
3649,0.476,0.501,9,-11.708,1,0.0372,0.424,1.16e-05,0.16,0.575,101.677,197773,4,1,60
3650,0.581,0.28,4,-9.091,0,0.0381,0.936,1.56e-05,0.305,0.813,137.831,126533,4,1,60
3651,0.61,0.782,0,-10.137,1,0.0554,0.235,0.388,0.239,0.704,135.504,178013,4,1,60
3652,0.173,0.424,9,-9.102,1,0.0324,0.888,0.309,0.198,0.0389,85.494,248187,4,0,60
3653,0.453,0.381,5,-10.363,0,0.0459,0.339,0.0,0.106,0.536,182.462,118693,3,0,60
3654,0.453,0.609,8,-6.662,1,0.0296,0.00868,3.43e-05,0.0797,0.96,77.36,147427,4,1,60
3655,0.527,0.48,4,-9.61,1,0.028,0.334,0.0,0.0702,0.706,139.388,120853,4,1,60
3656,0.277,0.34,4,-13.868,1,0.0314,0.656,0.0,0.364,0.342,80.587,171707,4,1,60
3657,0.559,0.359,0,-16.771,1,0.505,0.88,0.0,0.152,0.713,92.636,263893,3,1,60
3658,0.576,0.749,9,-5.258,0,0.0429,0.634,0.000709,0.161,0.887,102.569,156966,4,0,60
3659,0.292,0.233,2,-13.75,1,0.0326,0.787,3.26e-05,0.15,0.443,179.631,181067,3,0,60
3660,0.648,0.518,2,-11.101,0,0.168,0.746,0.0,0.119,0.663,132.591,211930,4,0,60
3661,0.428,0.425,9,-11.752,0,0.0291,0.201,0.129,0.16,0.41,174.6,129200,3,0,60
3662,0.659,0.482,10,-6.107,1,0.0303,0.568,0.000158,0.0868,0.657,99.237,219533,4,0,60
3663,0.415,0.855,5,-10.619,1,0.0393,6.44e-05,0.953,0.899,0.322,119.98,47453,4,0,60
3664,0.661,0.43,5,-8.143,1,0.0453,0.602,0.0,0.0994,0.663,83.202,166532,4,0,60
3665,0.602,0.398,8,-8.411,1,0.153,0.919,0.0,0.31,0.773,92.229,168600,4,0,60
3666,0.535,0.58,4,-8.824,1,0.0476,0.272,0.0,0.224,0.516,106.663,152773,4,1,60
3667,0.363,0.162,6,-11.84,1,0.0324,0.505,0.0,0.36,0.396,73.015,158840,4,1,60
3668,0.382,0.5,9,-9.125,0,0.0447,0.622,9.06e-06,0.113,0.417,117.17,161840,3,1,60
3669,0.497,0.715,0,-12.125,1,0.0663,0.361,0.608,0.107,0.71,123.122,172989,4,0,60
3670,0.74,0.506,6,-8.521,1,0.0496,0.609,0.864,0.0878,0.794,99.825,134720,4,1,60
3671,0.408,0.611,10,-8.955,0,0.065,0.593,0.000361,0.257,0.814,137.024,218200,4,0,60
3672,0.656,0.555,9,-9.666,0,0.0431,0.71,4.13e-05,0.605,0.649,116.293,151000,4,0,60
3673,0.588,0.717,0,-6.66,1,0.0601,0.195,1.61e-06,0.274,0.842,81.182,144363,4,1,60
3674,0.423,0.224,10,-14.754,1,0.0532,0.813,0.000205,0.607,0.51,133.282,172000,3,1,60
3675,0.518,0.371,9,-15.969,1,0.266,0.98,1.65e-05,0.952,0.754,100.158,164142,4,0,60
3676,0.504,0.158,3,-14.746,1,0.0578,0.774,0.0,0.102,0.358,113.458,195093,4,0,60
3677,0.231,0.463,7,-13.507,1,0.0348,0.469,0.0,0.551,0.603,98.602,203933,4,1,60
3678,0.453,0.297,7,-10.041,1,0.0325,0.826,3.98e-05,0.35,0.388,102.537,170200,4,1,60
3679,0.613,0.436,4,-12.176,1,0.0324,0.858,0.00131,0.147,0.668,118.167,181147,4,1,60
3680,0.341,0.163,3,-17.794,1,0.033,0.974,0.00206,0.106,0.331,85.437,180453,4,0,60
3681,0.2,0.0824,6,-20.679,1,0.0495,0.977,0.379,0.108,0.0303,68.558,79615,4,0,60
3682,0.262,0.0512,11,-26.831,1,0.046,0.951,0.905,0.182,0.0363,118.203,238667,4,0,60
3683,0.387,0.501,4,-12.382,1,0.0323,0.34,0.837,0.345,0.552,110.902,331880,4,0,60
3684,0.147,0.000576,9,-36.982,1,0.0478,0.908,0.904,0.244,0.0355,137.055,118000,4,0,60
3685,0.561,0.652,2,-6.713,0,0.026,0.213,6.99e-05,0.139,0.405,106.511,149640,4,0,60
3686,0.472,0.526,0,-9.505,1,0.0309,0.00291,0.000173,0.181,0.771,119.44,173987,4,1,60
3687,0.638,0.451,10,-11.438,1,0.0501,0.555,0.0165,0.119,0.963,90.193,140107,4,1,60
3688,0.687,0.678,8,-8.317,1,0.114,0.466,0.0,0.145,0.918,102.354,183427,4,0,60
3689,0.632,0.424,5,-7.951,1,0.0405,0.546,0.0,0.0861,0.633,88.794,163520,4,1,60
3690,0.614,0.368,7,-8.255,1,0.0333,0.693,0.0,0.159,0.516,111.758,152453,4,0,60
3691,0.72,0.452,0,-12.163,1,0.0317,0.241,0.000503,0.106,0.767,122.038,170840,4,1,60
3692,0.623,0.51,6,-13.092,0,0.0374,0.608,0.00267,0.0699,0.54,145.604,160785,4,1,60
3693,0.636,0.0684,11,-25.642,1,0.721,0.98,1.38e-06,0.42,0.335,87.948,475613,3,0,60
3694,0.149,0.222,7,-13.087,1,0.0394,0.838,0.636,0.12,0.0412,85.743,308040,4,0,60
3695,0.653,0.43,2,-13.163,1,0.04,0.252,0.743,0.311,0.898,124.472,155147,4,0,60
3696,0.462,0.438,1,-14.532,0,0.0462,0.763,0.0,0.606,0.778,115.688,148119,4,1,60
3697,0.596,0.695,8,-7.105,1,0.0398,0.473,0.0,0.0538,0.892,117.69,176800,4,1,60
3698,0.543,0.215,5,-15.221,0,0.0342,0.949,0.841,0.121,0.229,115.705,145461,4,1,60
3699,0.613,0.307,2,-17.385,1,0.0414,0.387,4.52e-06,0.087,0.789,117.305,215827,4,1,60
3700,0.675,0.671,3,-11.626,1,0.0471,0.394,0.941,0.114,0.966,148.156,134200,4,1,60
3701,0.623,0.443,3,-12.175,1,0.0444,0.861,0.0,0.192,0.961,77.615,133893,4,1,60
3702,0.322,0.36,1,-8.429,1,0.0273,0.893,2.92e-06,0.0918,0.378,97.63,170187,3,1,60
3703,0.464,0.94,9,-9.822,0,0.0573,0.06,0.911,0.125,0.573,110.008,134267,4,0,60
3704,0.402,0.258,11,-11.335,1,0.031,0.896,1.19e-05,0.115,0.609,152.78,127107,4,1,60
3705,0.678,0.66,5,-8.689,1,0.062,0.833,0.033,0.227,0.968,141.277,180413,4,0,60
3706,0.406,0.181,10,-12.735,1,0.0306,0.9,5.1e-05,0.101,0.367,77.286,172013,4,1,60
3707,0.216,0.267,8,-13.561,1,0.0351,0.876,2.7e-05,0.109,0.218,82.098,216573,4,1,60
3708,0.407,0.134,6,-17.784,0,0.0326,0.341,9.3e-05,0.357,0.324,97.322,200507,4,1,60
3709,0.487,0.354,7,-8.535,0,0.0351,0.461,0.0,0.293,0.389,80.68,137267,4,0,60
3710,0.312,0.369,6,-10.054,1,0.0381,0.73,0.0,0.0831,0.208,119.458,136347,3,1,60
3711,0.303,0.112,7,-19.013,1,0.0421,0.977,0.911,0.142,0.218,114.436,284573,4,0,60
3712,0.657,0.425,9,-10.745,1,0.0333,0.633,0.0,0.157,0.611,117.491,164573,4,0,60
3713,0.69,0.682,4,-8.491,1,0.115,0.375,0.0,0.119,0.783,121.269,161160,4,1,60
3714,0.71,0.281,6,-16.015,1,0.0816,0.482,0.295,0.0951,0.703,106.182,362546,4,0,60
3715,0.441,0.214,8,-16.966,0,0.042,0.562,0.0,0.102,0.286,115.085,246373,4,1,60
3716,0.633,0.503,5,-7.944,0,0.127,0.707,0.0,0.0895,0.926,98.597,160120,4,0,60
3717,0.559,0.867,9,-3.297,1,0.0427,0.258,0.0,0.232,0.961,82.33,118653,4,1,60
3718,0.408,0.306,1,-10.519,0,0.0289,0.869,0.0,0.179,0.296,80.058,152560,4,1,60
3719,0.686,0.665,10,-8.056,1,0.0274,0.0183,0.00369,0.067,0.587,95.851,284893,4,1,60
3720,0.8,0.591,8,-10.586,1,0.0704,0.113,0.879,0.186,0.581,151.326,136440,4,1,60
3721,0.577,0.621,3,-8.217,1,0.0262,0.099,0.0,0.0945,0.78,94.982,168533,4,1,60
3722,0.502,0.0933,10,-24.702,1,0.0423,0.983,0.000127,0.156,0.413,108.271,161160,4,1,60
3723,0.581,0.268,5,-6.786,1,0.0401,0.855,0.0,0.301,0.414,103.954,165200,4,0,60
3724,0.291,0.142,8,-16.337,1,0.0365,0.943,1.09e-05,0.121,0.27,110.683,196867,3,0,60
3725,0.547,0.457,4,-8.495,1,0.0322,0.776,0.0,0.077,0.528,95.183,170267,4,1,60
3726,0.483,0.251,10,-13.721,1,0.0354,0.845,0.0,0.195,0.597,114.763,148427,1,0,60
3727,0.645,0.425,5,-8.352,1,0.0469,0.46,0.0,0.0584,0.885,140.995,139200,4,1,60
3728,0.649,0.66,7,-12.647,1,0.0579,0.12,0.723,0.138,0.967,154.63,156000,4,1,60
3729,0.509,0.451,2,-10.584,1,0.113,0.233,0.0,0.265,0.948,165.094,147680,4,1,60
3730,0.302,0.374,5,-11.943,1,0.0302,0.916,0.946,0.205,0.219,96.068,76267,4,0,60
3731,0.696,0.533,0,-12.406,1,0.034,0.0858,0.026,0.158,0.887,113.145,103560,4,1,60
3732,0.843,0.577,11,-10.433,0,0.0511,0.806,2.39e-06,0.164,0.951,120.688,92787,4,0,60
3733,0.651,0.709,4,-8.817,1,0.049,0.491,0.0,0.099,0.942,90.851,139200,4,1,60
3734,0.27,0.326,0,-8.205,1,0.0339,0.935,2.09e-05,0.145,0.189,81.667,219986,4,1,60
3735,0.415,0.644,5,-10.572,1,0.0442,0.0162,0.00104,0.109,0.634,97.494,255893,4,0,60
3736,0.24,0.13,11,-15.371,0,0.0367,0.978,1.23e-05,0.0814,0.05,110.026,176000,3,0,60
3737,0.23,0.471,5,-7.158,1,0.0336,0.443,0.0,0.335,0.58,68.969,145040,4,0,60
3738,0.402,0.413,5,-13.347,1,0.0638,0.938,0.873,0.367,0.291,128.917,418173,4,0,60
3739,0.632,0.336,9,-15.992,0,0.0331,0.385,0.0,0.127,0.886,109.493,170439,4,1,60
3740,0.598,0.564,0,-6.454,1,0.0319,0.216,0.000204,0.277,0.43,147.62,178840,4,1,60
3741,0.252,0.162,9,-15.664,0,0.0317,0.816,0.0498,0.099,0.138,182.475,158920,4,0,60
3742,0.64,0.599,7,-9.64,1,0.045,0.65,1.25e-06,0.0382,0.926,94.807,144547,4,1,60
3743,0.528,0.695,11,-12.156,0,0.077,0.577,6.67e-06,0.162,0.729,77.955,158840,4,1,60
3744,0.195,0.306,11,-9.295,0,0.0317,0.928,0.0147,0.215,0.121,88.262,294733,4,0,60
3745,0.788,0.421,4,-12.889,0,0.0367,0.902,1.1e-06,0.155,0.834,118.195,136840,4,0,60
3746,0.458,0.745,7,-8.221,1,0.0917,0.162,0.0,0.195,0.625,106.838,170133,4,0,60
3747,0.533,0.668,7,-7.237,1,0.033,0.451,0.0,0.149,0.889,95.438,154467,4,1,60
3748,0.414,0.117,1,-13.782,1,0.0331,0.95,0.000764,0.357,0.244,80.316,176573,3,1,60
3749,0.544,0.748,1,-6.243,1,0.0298,0.311,0.000716,0.0633,0.825,139.739,168240,4,1,60
3750,0.446,0.579,0,-6.447,0,0.0308,0.386,5.18e-06,0.357,0.526,114.526,163985,4,1,60
3751,0.583,0.43,9,-11.705,1,0.0768,0.842,0.0,0.145,0.678,118.953,166120,4,1,60
3752,0.407,0.714,7,-7.207,1,0.0456,0.485,7.3e-06,0.871,0.935,153.194,218921,4,0,60
3753,0.297,0.06,8,-26.92,1,0.0357,0.994,0.903,0.105,0.0641,113.755,116080,1,0,60
3754,0.559,0.601,3,-9.528,1,0.0464,0.26,0.0121,0.122,0.604,114.08,126133,4,1,60
3755,0.533,0.94,6,-2.078,1,0.118,0.675,0.0,0.613,0.894,110.131,142602,4,0,60
3756,0.248,0.104,2,-21.395,1,0.0536,0.981,0.482,0.0919,0.0376,72.309,272853,5,0,60
3757,0.507,0.32,5,-12.472,1,0.0305,0.881,2.59e-05,0.153,0.575,130.565,160133,3,1,60
3758,0.0695,0.145,1,-16.306,0,0.0445,0.962,0.896,0.282,0.0366,75.784,322173,4,0,60
3759,0.632,0.465,5,-10.817,0,0.0366,0.702,1.1e-06,0.11,0.904,119.097,147373,4,1,60
3760,0.381,0.576,6,-5.996,0,0.0454,0.804,0.00139,0.84,0.675,142.41,230200,4,0,60
3761,0.782,0.252,8,-13.064,1,0.0549,0.931,0.847,0.0676,0.544,121.363,152307,4,0,60
3762,0.157,0.414,2,-10.966,1,0.0366,0.681,4.72e-05,0.174,0.181,87.92,187160,4,1,60
3763,0.638,0.395,5,-10.856,1,0.327,0.967,0.0,0.226,0.605,77.443,128453,4,0,60
3764,0.583,0.326,9,-13.254,1,0.0272,0.571,0.0,0.259,0.573,105.349,129667,4,1,60
3765,0.247,0.247,3,-10.847,1,0.0327,0.885,0.0,0.0915,0.106,81.393,185373,3,1,60
3766,0.326,0.895,2,-4.987,0,0.139,0.626,0.843,0.109,0.0679,107.613,162387,4,0,60
3767,0.408,0.361,7,-12.595,1,0.0361,0.631,0.173,0.278,0.165,112.998,145013,1,0,60
3768,0.343,0.6,8,-5.963,1,0.032,0.374,3.73e-06,0.112,0.312,157.228,178800,4,0,60
3769,0.601,0.298,0,-14.642,1,0.0316,0.739,0.75,0.103,0.472,110.28,264613,3,0,60
3770,0.506,0.793,0,-10.725,1,0.0784,0.292,0.0,0.676,0.791,109.323,255871,4,0,60
3771,0.544,0.52,7,-10.628,1,0.0333,0.512,0.0,0.132,0.915,114.321,142200,4,1,60
3772,0.261,0.0363,4,-23.766,1,0.0536,0.958,8.2e-06,0.872,0.148,81.406,77307,4,0,60
3773,0.303,0.0599,6,-21.917,1,0.0554,0.972,2.13e-06,0.175,0.0887,172.27,228600,1,0,60
3774,0.418,0.309,4,-12.166,0,0.0962,0.825,0.188,0.0932,0.321,98.505,87400,4,0,60
3775,0.337,0.517,7,-9.09,1,0.0337,0.712,4.1e-06,0.0772,0.349,99.694,203360,3,1,60
3776,0.691,0.627,11,-7.607,1,0.0386,0.285,7.07e-06,0.107,0.719,133.821,115787,4,1,60
3777,0.418,0.614,10,-4.109,1,0.0797,0.72,4.97e-06,0.196,0.908,203.939,163561,3,0,60
3778,0.567,0.945,0,-5.541,1,0.0539,0.716,0.00127,0.595,0.932,138.419,184067,4,1,60
3779,0.391,0.304,0,-9.483,0,0.044,0.846,0.0,0.208,0.394,86.354,145600,3,0,60
3780,0.217,0.283,0,-12.093,1,0.0337,0.842,0.836,0.123,0.125,87.059,174760,1,0,60
3781,0.457,0.498,1,-9.233,1,0.0328,0.878,0.000274,0.102,0.557,82.235,184027,3,1,60
3782,0.535,0.286,0,-11.3,1,0.034,0.832,0.00313,0.143,0.732,71.542,139640,4,1,60
3783,0.533,0.638,4,-7.13,1,0.0341,0.202,0.0,0.0729,0.937,156.663,153760,4,1,60
3784,0.494,0.666,9,-9.743,0,0.0351,0.229,5.69e-05,0.0469,0.699,140.832,147893,4,1,60
3785,0.488,0.226,1,-14.1,1,0.031,0.418,8.07e-05,0.068,0.438,111.299,178907,4,1,60
3786,0.544,0.456,3,-12.161,0,0.0496,0.835,0.0,0.213,0.569,112.799,162867,4,1,60
3787,0.397,0.152,2,-18.487,0,0.0339,0.534,0.0241,0.297,0.268,112.694,144960,3,0,60
3788,0.784,0.712,0,-5.905,0,0.0345,0.24,0.0,0.269,0.972,118.897,147493,4,0,60
3789,0.527,0.185,9,-16.72,1,0.0302,0.806,0.00133,0.232,0.378,96.03,199680,3,1,60
3790,0.317,0.493,3,-12.056,0,0.0382,0.599,0.019,0.111,0.638,137.851,328120,4,0,60
3791,0.552,0.328,2,-8.713,1,0.0543,0.958,1.68e-06,0.104,0.466,132.001,162040,3,0,60
3792,0.637,0.189,7,-10.726,1,0.0471,0.721,0.0,0.0939,0.695,120.142,255002,4,1,60
3793,0.628,0.577,0,-7.361,1,0.0305,0.631,0.00117,0.13,0.693,113.15,149133,4,1,60
3794,0.201,0.688,4,-11.53,1,0.0612,0.00652,0.0367,0.112,0.303,100.56,389480,3,0,60
3795,0.762,0.322,11,-15.364,1,0.336,0.432,2.28e-06,0.116,0.902,167.046,143916,4,1,60
3796,0.735,0.483,11,-10.084,0,0.0817,0.531,0.0,0.195,0.815,137.211,174400,4,0,60
3797,0.536,0.218,11,-11.144,0,0.0337,0.986,0.0116,0.103,0.0744,94.535,230893,4,0,60
3798,0.542,0.461,2,-7.071,0,0.0286,0.465,0.0,0.177,0.629,94.214,164560,3,1,60
3799,0.276,0.231,7,-14.181,1,0.0306,0.855,2.8e-05,0.37,0.405,88.522,167000,3,1,60
3800,0.352,0.3,8,-9.282,1,0.0301,0.413,0.0,0.1,0.295,58.686,195840,4,1,60
3801,0.577,0.629,10,-9.925,0,0.0356,0.773,0.0339,0.23,0.9,157.15,206160,4,1,60
3802,0.492,0.743,4,-5.807,1,0.135,0.461,0.0,0.0797,0.774,84.929,155667,4,0,60
3803,0.612,0.389,10,-13.696,1,0.0279,0.281,0.0,0.153,0.909,91.852,175067,4,1,60
3804,0.351,0.388,10,-11.558,1,0.0358,0.723,0.112,0.0892,0.297,111.172,248507,3,0,60
3805,0.454,0.561,11,-11.527,0,0.0789,0.102,0.352,0.262,0.718,115.354,471813,4,0,60
3806,0.483,0.515,11,-12.753,0,0.0673,0.0142,0.0,0.0296,0.736,109.101,182640,4,0,60
3807,0.63,0.344,1,-9.397,1,0.0341,0.732,0.0,0.214,0.458,128.145,112200,5,0,60
3808,0.693,0.454,2,-12.261,1,0.18,0.597,0.0,0.158,0.909,122.41,159375,4,0,60
3809,0.398,0.254,3,-15.283,1,0.0428,0.994,0.943,0.416,0.454,104.211,263173,4,0,60
3810,0.622,0.372,5,-10.117,1,0.0612,0.725,0.0,0.0991,0.56,83.309,140120,4,0,60
3811,0.31,0.946,7,-7.118,1,0.578,0.398,0.0,0.944,0.679,84.35,207013,4,1,60
3812,0.328,0.365,2,-13.772,0,0.0582,0.555,0.0,0.146,0.344,178.103,200240,4,1,60
3813,0.614,0.576,7,-9.061,1,0.0276,0.492,0.0,0.295,0.749,104.714,243280,4,1,60
3814,0.446,0.442,0,-14.052,1,0.0399,0.711,0.0,0.733,0.726,128.784,139813,4,1,60
3815,0.641,0.318,4,-8.614,1,0.0352,0.9,0.0,0.108,0.198,116.877,115518,4,0,60
3816,0.579,0.683,2,-8.299,1,0.0456,0.657,0.000312,0.138,0.961,96.437,179733,4,0,60
3817,0.282,0.0351,7,-17.009,1,0.0381,0.994,0.908,0.0668,0.231,81.483,77587,3,0,60
3818,0.452,0.304,5,-13.703,1,0.0414,0.98,0.906,0.1,0.483,127.324,228693,4,0,60
3819,0.539,0.632,8,-4.572,0,0.0285,0.648,0.000157,0.839,0.76,100.664,153120,4,1,60
3820,0.602,0.448,10,-7.922,1,0.0291,0.367,0.0,0.0938,0.701,104.843,183640,4,1,60
3821,0.45,0.423,4,-13.819,1,0.0686,0.812,2.01e-06,0.866,0.574,123.986,255440,4,1,60
3822,0.719,0.567,9,-13.379,1,0.0364,0.157,0.0,0.0533,0.917,115.997,151040,4,1,60
3823,0.198,0.668,9,-5.381,1,0.0332,3.4e-05,0.00828,0.082,0.225,158.473,471533,3,0,60
3824,0.778,0.413,5,-10.551,1,0.0514,0.642,0.00104,0.148,0.961,125.235,144600,4,1,60
3825,0.44,0.348,5,-9.949,1,0.0245,0.407,0.0,0.107,0.384,91.903,161400,4,1,60
3826,0.849,0.416,11,-12.302,0,0.0814,0.152,0.0,0.29,0.911,117.408,139173,4,1,60
3827,0.701,0.15,11,-18.456,1,0.944,0.885,0.0,0.115,0.462,79.012,386520,3,0,60
3828,0.488,0.464,1,-9.496,1,0.0284,0.742,0.0,0.57,0.709,109.853,208293,4,1,60
3829,0.516,0.157,5,-19.213,1,0.0354,0.876,1.42e-05,0.142,0.783,93.719,192000,4,0,60
3830,0.472,0.179,3,-28.532,0,0.0734,0.223,0.938,0.0989,0.471,162.363,212413,3,0,60
3831,0.49,0.041,8,-25.36,1,0.174,0.957,0.0,0.424,0.313,78.488,84520,1,0,60
3832,0.406,0.678,1,-7.331,1,0.0367,0.402,0.0316,0.142,0.754,96.617,223373,4,0,60
3833,0.627,0.483,0,-5.31,1,0.0473,0.775,0.0,0.203,0.621,133.804,151960,4,0,60
3834,0.727,0.536,7,-11.36,1,0.0357,0.778,0.0,0.0969,0.892,108.447,155800,4,1,60
3835,0.59,0.466,4,-12.161,1,0.0306,0.662,1.8e-06,0.163,0.772,128.291,139640,4,1,60
3836,0.32,0.161,3,-17.236,1,0.0527,0.967,0.00201,0.122,0.179,143.701,289933,4,0,60
3837,0.499,0.71,3,-12.26,0,0.25,0.887,0.74,0.33,0.493,125.229,53893,4,0,60
3838,0.249,0.394,5,-9.246,0,0.0319,0.526,0.932,0.119,0.166,104.609,163013,4,0,60
3839,0.666,0.361,0,-13.545,1,0.263,0.82,0.0,0.153,0.871,113.653,224373,4,0,60
3840,0.677,0.574,0,-7.549,1,0.0461,0.663,0.0,0.382,0.441,125.333,147933,4,1,60
3841,0.487,0.245,7,-12.101,1,0.0339,0.943,0.0,0.118,0.521,95.249,164000,4,0,60
3842,0.378,0.355,4,-10.01,1,0.0363,0.898,0.000575,0.323,0.211,79.627,165427,3,1,60
3843,0.528,0.121,9,-21.213,1,0.0345,0.91,0.00451,0.125,0.38,87.834,139733,4,1,60
3844,0.703,0.466,7,-12.215,1,0.102,0.463,0.0,0.51,0.774,125.991,153533,4,1,60
3845,0.57,0.305,1,-15.677,0,0.0468,0.868,0.877,0.271,0.285,120.132,340200,4,0,60
3846,0.577,0.48,0,-9.482,0,0.0265,0.635,0.0041,0.157,0.754,129.185,129773,4,0,60
3847,0.394,0.361,0,-9.246,1,0.0283,0.176,0.00042,0.488,0.774,201.109,133640,4,1,60
3848,0.495,0.386,2,-8.703,1,0.0303,0.529,0.000439,0.168,0.538,109.093,172827,4,0,60
3849,0.593,0.367,5,-10.929,0,0.0527,0.407,0.0,0.0991,0.561,130.767,318960,4,0,60
3850,0.35,0.293,2,-9.502,1,0.0258,0.758,8.21e-06,0.104,0.162,96.685,166467,4,1,60
3851,0.43,0.834,2,-8.75,1,0.0357,0.514,0.0,0.171,0.828,145.924,162168,4,1,60
3852,0.731,0.533,0,-10.168,1,0.0409,0.357,0.0,0.379,0.848,111.003,154133,4,1,60
3853,0.448,0.495,3,-14.455,1,0.0369,0.821,0.00218,0.186,0.783,108.998,155533,3,1,60
3854,0.529,0.299,2,-12.048,1,0.0418,0.708,0.0,0.101,0.666,127.902,260133,4,0,60
3855,0.783,0.372,5,-13.984,0,0.0659,0.429,0.00893,0.152,0.934,73.513,124907,4,1,60
3856,0.473,0.37,0,-11.435,1,0.0269,0.921,0.00273,0.105,0.505,135.924,174013,4,1,60
3857,0.418,0.912,3,-1.904,1,0.0679,0.702,0.0,0.0344,0.962,98.429,124911,4,0,60
3858,0.519,0.553,0,-10.623,0,0.0443,0.51,0.00947,0.289,0.812,132.234,369533,4,0,60
3859,0.363,0.41,8,-11.382,1,0.0285,0.769,0.000652,0.12,0.44,97.642,193400,4,1,60
3860,0.251,0.328,10,-11.197,1,0.0328,0.761,2.79e-06,0.359,0.365,99.104,138933,3,1,60
3861,0.295,0.138,5,-13.52,0,0.0317,0.907,0.566,0.393,0.202,96.714,188333,4,1,60
3862,0.549,0.618,11,-7.269,1,0.0431,0.503,0.0,0.194,0.683,135.991,158333,4,1,60
3863,0.663,0.167,0,-14.765,1,0.108,0.917,0.9,0.0794,0.263,132.62,95880,3,0,60
3864,0.332,0.634,4,-12.976,0,0.0644,0.619,0.864,0.243,0.321,137.753,576427,4,0,60
3865,0.867,0.55,0,-12.981,0,0.0672,0.434,0.445,0.126,0.907,127.396,153187,4,0,60
3866,0.605,0.867,0,-8.495,0,0.219,0.771,1.01e-06,0.16,0.692,127.296,157613,4,1,60
3867,0.6,0.577,10,-9.984,1,0.0427,0.696,0.0,0.0774,0.961,127.379,165173,4,1,60
3868,0.459,0.24,7,-13.761,1,0.0317,0.892,0.00108,0.431,0.35,133.854,210733,3,1,60
3869,0.533,0.423,3,-13.553,1,0.0358,0.844,0.572,0.146,0.82,109.185,189507,4,0,60
3870,0.455,0.784,7,-11.802,1,0.0661,0.694,0.000745,0.778,0.899,161.564,204827,4,1,60
3871,0.277,0.0679,7,-14.302,0,0.0362,0.893,0.497,0.0673,0.0662,134.671,111933,1,0,60
3872,0.604,0.238,0,-14.161,1,0.0302,0.833,0.0,0.109,0.535,97.319,164440,4,0,60
